# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0030121	CC	e	AP-1 adaptor complex	4/4	4/6920	1.0475227972442794e-14	5	4	9.899090433958439e-12	APL2, APL4, APM1, APS1
GO:0030131	CC	e	clathrin adaptor complex	4/4	10/6920	2.1997978742129865e-12	4	4	1.039404495565636e-09	APL2, APL4, APM1, APS1
GO:0030119	CC	e	AP-type membrane coat adaptor complex	4/4	13/6920	7.489788000296595e-12	3	4	2.359283220093427e-09	APL2, APL4, APM1, APS1
GO:0030117	CC	e	membrane coat	4/4	36/6920	6.170433037167426e-10	3	4	1.4577648050308044e-07	APL2, APL4, APM1, APS1
GO:0030665	CC	e	clathrin-coated vesicle membrane	3/4	10/6920	8.688258832623776e-09	7	3	1.6420809193658937e-06	APL4, APM1, APS1
GO:0030662	CC	e	coated vesicle membrane	3/4	36/6920	5.154929345505114e-07	6	3	8.119013719170553e-05	APL4, APM1, APS1
GO:0098796	CC	e	membrane protein complex	4/4	336/6920	5.46420552803434e-06	2	4	0.0007376677462846359	APL2, APL4, APM1, APS1
GO:0005905	CC	e	clathrin-coated pit	2/4	10/6920	1.1260934859661011e-05	3	2	0.0013301979302974569	APL2, APM1
GO:0030659	CC	e	cytoplasmic vesicle membrane	3/4	149/6920	3.8527000759450065e-05	5	3	0.0037146943420195374	APL4, APM1, APS1
GO:0012506	CC	e	vesicle membrane	3/4	150/6920	3.930893483618558e-05	4	3	0.0037146943420195374	APL4, APM1, APS1
GO:0097708	CC	e	intracellular vesicle	3/4	279/6920	0.00025168858626780873	5	3	0.019290092594728716	APL4, APM1, APS1
GO:0031410	CC	e	cytoplasmic vesicle	3/4	279/6920	0.00025168858626780873	6	3	0.019290092594728716	APL4, APM1, APS1
GO:0031982	CC	e	vesicle	3/4	284/6920	0.0002653663531549982	4	3	0.019290092594728716	APL4, APM1, APS1
