# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0097354	BP	e	prenylation	6/6	8/6920	1.8399058502362915e-19	3	6	4.218904114591816e-16	BET2, BET4, CDC43, MRS6, RAM1, RAM2
GO:0018342	BP	e	protein prenylation	6/6	8/6920	1.8399058502362915e-19	6	6	4.218904114591816e-16	BET2, BET4, CDC43, MRS6, RAM1, RAM2
GO:0018344	BP	e	protein geranylgeranylation	5/6	6/6920	2.726017649894735e-16	7	5	4.1671723141390847e-13	BET2, BET4, CDC43, MRS6, RAM2
GO:0036211	BP	e	protein modification process	6/6	382/6920	2.726147611911909e-08	5	6	3.125528237057004e-05	BET2, BET4, CDC43, MRS6, RAM1, RAM2
GO:0043412	BP	e	macromolecule modification	6/6	562/6920	2.7995838425026117e-07	4	6	0.00025677783003433957	BET2, BET4, CDC43, MRS6, RAM1, RAM2
GO:0018343	BP	e	protein farnesylation	2/6	3/6920	1.8789950912677927e-06	7	2	0.0014361785814256828	RAM1, RAM2
GO:0006612	BP	e	protein targeting to membrane	3/6	45/6920	5.070933438221093e-06	7	3	0.003322185821097419	BET2, BET4, MRS6
GO:0019538	BP	e	protein metabolic process	6/6	1267/6920	3.730917948624419e-05	4	6	0.02138748714048948	BET2, BET4, CDC43, MRS6, RAM1, RAM2
GO:0006888	BP	e	endoplasmic reticulum to Golgi vesicle-mediated transport	3/6	97/6920	5.179964315351963e-05	6	3	0.026394795944671225	BET2, BET4, MRS6
GO:0090150	BP	e	establishment of protein localization to membrane	3/6	105/6920	6.568697853027721e-05	6	3	0.030124048353985133	BET2, BET4, MRS6
