# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0016251	MF	e	RNA polymerase II general transcription initiation factor activity	12/15	21/6920	5.344357950755944e-30	2	12	1.382585401860563e-26	TAF1, TAF10, TAF11, TAF13, TAF14, TAF2, TAF4, TAF5, TAF6, TAF7, TAF8, TAF9
GO:0140223	MF	e	general transcription initiation factor activity	12/15	34/6920	9.918464969285488e-27	1	12	1.2829534437770778e-23	TAF1, TAF10, TAF11, TAF13, TAF14, TAF2, TAF4, TAF5, TAF6, TAF7, TAF8, TAF9
GO:0003682	MF	e	chromatin binding	11/15	157/6920	7.289265289627043e-16	2	11	6.285776434755054e-13	FUN19, TAF1, TAF10, TAF11, TAF12, TAF2, TAF3, TAF4, TAF5, TAF6, TAF9
GO:0046982	MF	e	protein heterodimerization activity	6/15	30/6920	1.9011382683534066e-11	4	6	1.2295611750575657e-08	TAF11, TAF12, TAF13, TAF3, TAF6, TAF9
GO:0046983	MF	e	protein dimerization activity	6/15	54/6920	8.049886230041765e-10	3	6	4.165011135423609e-07	TAF11, TAF12, TAF13, TAF3, TAF6, TAF9
GO:0005515	MF	e	protein binding	10/15	807/6920	7.649772329588502e-07	2	10	0.0003298326836107576	TAF1, TAF11, TAF12, TAF13, TAF14, TAF3, TAF4, TAF5, TAF6, TAF9
GO:0008134	MF	e	transcription factor binding	4/15	73/6920	1.4251346850569723e-05	3	4	0.005266890614631981	TAF1, TAF12, TAF4, TAF6
GO:0061629	MF	e	RNA polymerase II-specific DNA-binding transcription factor binding	3/15	41/6920	8.36164407257566e-05	5	3	0.02703946651969154	TAF12, TAF4, TAF6
GO:0003713	MF	e	transcription coactivator activity	3/15	45/6920	0.00011072675992187823	4	3	0.031229989511257966	FUN19, TAF6, TAF9
GO:0140297	MF	e	DNA-binding transcription factor binding	3/15	47/6920	0.00012619871136476392	4	3	0.031229989511257966	TAF12, TAF4, TAF6
GO:0060090	MF	e	molecular adaptor activity	7/15	607/6920	0.00013279083286580503	1	7	0.031229989511257966	FUN19, TAF1, TAF10, TAF12, TAF5, TAF6, TAF9
