# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005868	CC	e	cytoplasmic dynein complex	3/3	4/6920	7.245715188538681e-11	4	3	6.847200853169053e-08	DYN1, DYN2, PAC11
GO:0030286	CC	e	dynein complex	3/3	8/6920	1.014400126395415e-09	3	3	4.793040597218336e-07	DYN1, DYN2, PAC11
GO:0005881	CC	e	cytoplasmic microtubule	3/3	15/6920	8.242001026962748e-09	7	3	2.5962303234932656e-06	DYN1, DYN2, PAC11
GO:0005875	CC	e	microtubule associated complex	3/3	21/6920	2.4092003001891106e-08	2	3	5.691735709196773e-06	DYN1, DYN2, PAC11
GO:0005874	CC	e	microtubule	3/3	69/6920	9.490800039707391e-07	6	3	0.0001793761207504697	DYN1, DYN2, PAC11
GO:0099513	CC	e	polymeric cytoskeletal fiber	3/3	78/6920	1.3780625717081717e-06	5	3	0.00018949628361145348	DYN1, DYN2, PAC11
GO:0099512	CC	e	supramolecular fiber	3/3	82/6920	1.6042013427424634e-06	4	3	0.00018949628361145348	DYN1, DYN2, PAC11
GO:0099081	CC	e	supramolecular polymer	3/3	82/6920	1.6042013427424634e-06	3	3	0.00018949628361145348	DYN1, DYN2, PAC11
GO:0005856	CC	e	cytoskeleton	3/3	188/6920	1.97416031455406e-05	5	3	0.0020728683302817627	DYN1, DYN2, PAC11
GO:0099080	CC	e	supramolecular complex	3/3	275/6920	6.210347773816431e-05	2	3	0.005868778646256527	DYN1, DYN2, PAC11
