# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0000213	MF	e	tRNA-intron lyase activity	4/4	5/6920	5.237613986221396e-14	6	4	1.3549707382354751e-10	SEN15, SEN2, SEN34, SEN54
GO:0016849	MF	e	phosphorus-oxygen lyase activity	4/4	8/6920	7.332659580709954e-13	3	4	9.484795167648325e-10	SEN15, SEN2, SEN34, SEN54
GO:0004549	MF	e	tRNA-specific ribonuclease activity	4/4	20/6920	5.0752479526485314e-11	5	4	4.376555484500584e-08	SEN15, SEN2, SEN34, SEN54
GO:0004521	MF	e	RNA endonuclease activity	4/4	98/6920	3.783945650029565e-08	5	4	2.4472668491566212e-05	SEN15, SEN2, SEN34, SEN54
GO:0004540	MF	e	RNA nuclease activity	4/4	119/6920	8.31811769974031e-08	4	4	3.288866274089439e-05	SEN15, SEN2, SEN34, SEN54
GO:0140101	MF	e	catalytic activity, acting on a tRNA	4/4	120/6920	8.604949344558938e-08	4	4	3.288866274089439e-05	SEN15, SEN2, SEN34, SEN54
GO:0016829	MF	e	lyase activity	4/4	121/6920	8.899135646937022e-08	2	4	3.288866274089439e-05	SEN15, SEN2, SEN34, SEN54
GO:0004519	MF	e	endonuclease activity	4/4	148/6920	2.010259623041005e-07	4	4	6.500677056008851e-05	SEN15, SEN2, SEN34, SEN54
GO:0004518	MF	e	nuclease activity	4/4	185/6920	4.948393989425047e-07	3	4	0.00014223883611825107	SEN15, SEN2, SEN34, SEN54
GO:0140098	MF	e	catalytic activity, acting on RNA	4/4	351/6920	6.512265128336066e-06	3	4	0.0016847229887005403	SEN15, SEN2, SEN34, SEN54
GO:0140640	MF	e	catalytic activity, acting on a nucleic acid	4/4	545/6920	3.808436858731872e-05	2	4	0.008956751048672138	SEN15, SEN2, SEN34, SEN54
