# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0022613	BP	e	ribonucleoprotein complex biogenesis	15/17	242/6920	1.1919749650651274e-20	4	15	5.466397189788674e-17	ENP1, LTV1, MAK21, NOB1, NOC2, NOC3, NOC4, NOG1, NOP14, NOP7, NOP9, NSA2, PWP2, RSA3, SLX9
GO:0044085	BP	e	cellular component biogenesis	15/17	270/6920	6.403154773315174e-20	3	15	1.4682433895211693e-16	ENP1, LTV1, MAK21, NOB1, NOC2, NOC3, NOC4, NOG1, NOP14, NOP7, NOP9, NSA2, PWP2, RSA3, SLX9
GO:0042254	BP	e	ribosome biogenesis	14/17	201/6920	1.2216737343372804e-19	5	14	1.8675319152235893e-16	ENP1, MAK21, NOB1, NOC2, NOC3, NOC4, NOG1, NOP14, NOP7, NOP9, NSA2, PWP2, RSA3, SLX9
GO:0016072	BP	e	rRNA metabolic process	13/17	428/6920	3.0848370543008244e-13	7	13	3.5367656827558954e-10	ENP1, NOB1, NOC3, NOC4, NOG1, NOP14, NOP7, NOP9, NSA2, PWP2, RPS3, RRP1, SLX9
GO:0006364	BP	e	rRNA processing	12/17	368/6920	2.0896906649652645e-12	8	12	1.9166642779061407e-09	ENP1, NOB1, NOC3, NOC4, NOG1, NOP14, NOP7, NOP9, NSA2, PWP2, RRP1, SLX9
GO:0006396	BP	e	RNA processing	12/17	687/6920	3.242523624678933e-09	4	12	2.4783688904629313e-06	ENP1, NOB1, NOC3, NOC4, NOG1, NOP14, NOP7, NOP9, NSA2, PWP2, RRP1, SLX9
GO:0042273	BP	e	ribosomal large subunit biogenesis	6/17	63/6920	5.110987176331143e-09	5	6	3.348426741522089e-06	MAK21, NOC2, NOC3, NOG1, NOP7, NSA2
GO:0016070	BP	e	RNA metabolic process	13/17	1035/6920	2.3173439861273566e-08	6	13	1.3284174400475071e-05	ENP1, NOB1, NOC3, NOC4, NOG1, NOP14, NOP7, NOP9, NSA2, PWP2, RPS3, RRP1, SLX9
GO:0000056	BP	e	ribosomal small subunit export from nucleus	4/17	16/6920	4.456219245492761e-08	9	4	2.2706912733144225e-05	LTV1, NOP9, RPS3, SLX9
GO:0000447	BP	e	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	5/17	46/6920	6.053091521158071e-08	10	5	2.7759477716030918e-05	ENP1, NOC4, NOP14, NOP9, PWP2
GO:0000479	BP	e	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	5/17	61/6920	2.570440730759856e-07	9	5	0.00010716401082967909	ENP1, NOC4, NOP14, NOP9, PWP2
GO:0051168	BP	e	nuclear export	6/17	131/6920	4.28095796756141e-07	7	6	0.00015722264653903639	ENP1, LTV1, NOG1, NOP9, RPS3, SLX9
GO:0000054	BP	e	ribosomal subunit export from nucleus	5/17	68/6920	4.458325100707457e-07	8	5	0.00015722264653903639	LTV1, NOG1, NOP9, RPS3, SLX9
GO:0033750	BP	e	ribosome localization	5/17	69/6920	4.799644682831464e-07	3	5	0.00015722264653903639	LTV1, NOG1, NOP9, RPS3, SLX9
GO:0000462	BP	e	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	5/17	70/6920	5.161333911642714e-07	10	5	0.0001577991821252899	NOB1, NOP14, NOP7, PWP2, SLX9
GO:0071840	BP	e	cellular component organization or biogenesis	15/17	2044/6920	7.82920955046425e-07	2	15	0.00022440471874018156	ENP1, LTV1, MAK21, NOB1, NOC2, NOC3, NOC4, NOG1, NOP14, NOP7, NOP9, NSA2, PWP2, RSA3, SLX9
GO:0000480	BP	e	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	4/17	34/6920	1.1051224653720004e-06	10	4	0.00029812303683505846	NOC4, NOP14, NOP9, PWP2
GO:0030490	BP	e	maturation of SSU-rRNA	5/17	85/6920	1.3686075889734487e-06	9	5	0.00034869080016845756	NOB1, NOP14, NOP7, PWP2, SLX9
GO:0090304	BP	e	nucleic acid metabolic process	13/17	1452/6920	1.4773143453073907e-06	5	13	0.000356577030925247	ENP1, NOB1, NOC3, NOC4, NOG1, NOP14, NOP7, NOP9, NSA2, PWP2, RPS3, RRP1, SLX9
GO:0000472	BP	e	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	4/17	37/6920	1.5667253964101554e-06	10	4	0.00035925013339684867	NOC4, NOP14, NOP9, PWP2
GO:0042274	BP	e	ribosomal small subunit biogenesis	4/17	38/6920	1.7484079056199642e-06	5	4	0.0003818189835796741	LTV1, NOB1, NOC4, NOP14
GO:0051169	BP	e	nuclear transport	6/17	172/6920	2.1310441193045834e-06	5	6	0.00041239169385608713	ENP1, LTV1, NOG1, NOP9, RPS3, SLX9
GO:0006913	BP	e	nucleocytoplasmic transport	6/17	172/6920	2.1310441193045834e-06	6	6	0.00041239169385608713	ENP1, LTV1, NOG1, NOP9, RPS3, SLX9
GO:0000967	BP	e	rRNA 5'-end processing	4/17	40/6920	2.1581772029101814e-06	9	4	0.00041239169385608713	NOC4, NOP14, NOP9, PWP2
GO:0051656	BP	e	establishment of organelle localization	5/17	110/6920	4.923851315651192e-06	3	5	0.000868491620522168	LTV1, NOG1, NOP9, RPS3, SLX9
GO:0031503	BP	e	protein-containing complex localization	5/17	110/6920	4.923851315651192e-06	2	5	0.000868491620522168	LTV1, NOG1, NOP9, RPS3, SLX9
GO:0006139	BP	e	nucleobase-containing compound metabolic process	13/17	1687/6920	8.924958003220828e-06	4	13	0.0015159206445470635	ENP1, NOB1, NOC3, NOC4, NOG1, NOP14, NOP7, NOP9, NSA2, PWP2, RPS3, RRP1, SLX9
GO:0000966	BP	e	RNA 5'-end processing	4/17	67/6920	1.7377754875418786e-05	5	4	0.00284622799495252	NOC4, NOP14, NOP9, PWP2
GO:0051640	BP	e	organelle localization	5/17	193/6920	7.545530190596273e-05	2	5	0.01193234532899121	LTV1, NOG1, NOP9, RPS3, SLX9
