# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0000132	BP	e	establishment of mitotic spindle orientation	3/4	13/6920	2.0700276075219737e-08	9	3	4.7465733040478856e-05	ARP1, JNM1, NIP100
GO:0051294	BP	e	establishment of spindle orientation	3/4	13/6920	2.0700276075219737e-08	8	3	4.7465733040478856e-05	ARP1, JNM1, NIP100
GO:0040001	BP	e	establishment of mitotic spindle localization	3/4	17/6920	4.919607015433978e-08	8	3	6.428579060015716e-05	ARP1, JNM1, NIP100
GO:0051293	BP	e	establishment of spindle localization	3/4	19/6920	7.008917422607627e-08	7	3	6.428579060015716e-05	ARP1, JNM1, NIP100
GO:0051653	BP	e	spindle localization	3/4	19/6920	7.008917422607627e-08	3	3	6.428579060015716e-05	ARP1, JNM1, NIP100
GO:0051647	BP	e	nucleus localization	3/4	23/6920	1.2804334155793208e-07	3	3	8.388668062638237e-05	ARP1, JNM1, NIP100
GO:0007097	BP	e	nuclear migration	3/4	23/6920	1.2804334155793208e-07	5	3	8.388668062638237e-05	ARP1, JNM1, NIP100
GO:1902850	BP	e	microtubule cytoskeleton organization involved in mitosis	3/4	40/6920	7.130046673744169e-07	7	3	0.0004087299255723845	ARP1, JNM1, NIP100
GO:0000226	BP	e	microtubule cytoskeleton organization	3/4	68/6920	3.605670018291032e-06	6	3	0.001837289189320297	ARP1, JNM1, NIP100
GO:0007017	BP	e	microtubule-based process	3/4	102/6920	1.230734717798793e-05	2	3	0.005644149415825265	ARP1, JNM1, NIP100
GO:0051656	BP	e	establishment of organelle localization	3/4	110/6920	1.5456276232897917e-05	3	3	0.006443862073097258	ARP1, JNM1, NIP100
GO:0007010	BP	e	cytoskeleton organization	3/4	183/6920	7.13791005236992e-05	5	3	0.027278712916807044	ARP1, JNM1, NIP100
GO:0051640	BP	e	organelle localization	3/4	193/6920	8.371077929934081e-05	2	3	0.029530587220521303	ARP1, JNM1, NIP100
