# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0043614	CC	e	multi-eIF complex	6/7	10/6920	9.654715678261174e-18	3	6	9.123706315956809e-15	NIP1, PRT1, RPG1, SUI1, TIF34, TIF35
GO:0016282	CC	e	eukaryotic 43S preinitiation complex	6/7	15/6920	2.2996135385823556e-16	4	6	1.0865673969801629e-13	NIP1, PRT1, RPG1, SUI1, TIF34, TIF35
GO:0070993	CC	e	cytosolic translation preinitiation complex	6/7	18/6920	8.526299876855384e-16	3	6	2.685784461209446e-13	NIP1, PRT1, RPG1, SUI1, TIF34, TIF35
GO:0005852	CC	e	eukaryotic translation initiation factor 3 complex	5/7	7/6920	3.3381642826992373e-15	2	5	7.886413117876947e-13	NIP1, PRT1, RPG1, TIF34, TIF35
GO:0033290	CC	e	eukaryotic 48S preinitiation complex	5/7	16/6920	6.928324087784001e-13	4	5	1.3094532525911762e-10	NIP1, PRT1, RPG1, TIF34, TIF35
GO:0010494	CC	e	cytoplasmic stress granule	5/7	101/6920	1.230735336634734e-08	7	5	1.938408155199706e-06	NIP1, PRT1, RPG1, TIF34, TIF35
GO:0036464	CC	e	cytoplasmic ribonucleoprotein granule	5/7	141/6920	6.65161378527554e-08	6	5	8.434916770070814e-06	NIP1, PRT1, RPG1, TIF34, TIF35
GO:0035770	CC	e	ribonucleoprotein granule	5/7	143/6920	7.14067028154143e-08	5	5	8.434916770070814e-06	NIP1, PRT1, RPG1, TIF34, TIF35
GO:0071541	CC	e	eukaryotic translation initiation factor 3 complex, eIF3m	2/7	2/6920	8.772025093004354e-07	3	2	9.210626347654572e-05	RPG1, TIF34
GO:0099080	CC	e	supramolecular complex	5/7	275/6920	1.8809651698925845e-06	2	5	0.00017775120855484925	NIP1, PRT1, RPG1, TIF34, TIF35
GO:1990904	CC	e	ribonucleoprotein complex	6/7	622/6920	3.335343856540217e-06	2	6	0.0002865363585845914	NIP1, PRT1, RPG1, SUI1, TIF34, TIF35
GO:0032991	CC	e	protein-containing complex	7/7	2176/6920	0.00030198995259705935	1	7	0.023781708767018423	GCD10, NIP1, PRT1, RPG1, SUI1, TIF34, TIF35
