# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0034456	CC	e	UTP-C complex	6/6	6/6920	6.571092322272471e-21	3	6	6.209682244547484e-18	CKA1, CKA2, CKB1, CKB2, RRP7, UTP22
GO:0032545	CC	e	CURI complex	6/6	7/6920	4.599764625590729e-20	3	6	2.1733887855916193e-17	CKA1, CKA2, CKB1, CKB2, RRP7, UTP22
GO:0005956	CC	e	protein kinase CK2 complex	4/6	4/6920	1.5712841958664185e-13	7	4	4.949545216979218e-11	CKA1, CKA2, CKB1, CKB2
GO:0032040	CC	e	small-subunit processome	5/6	60/6920	2.465213373044942e-10	4	5	5.8240665938186756e-08	CKA1, CKA2, CKB1, CKB2, UTP22
GO:0030684	CC	e	preribosome	5/6	163/6920	4.017400078468437e-08	3	5	7.592886148305346e-06	CKA1, CKA2, CKB1, CKB2, UTP22
GO:1902554	CC	e	serine/threonine protein kinase complex	4/6	56/6920	5.701955470398085e-08	6	4	8.980579865876983e-06	CKA1, CKA2, CKB1, CKB2
GO:1902911	CC	e	protein kinase complex	4/6	64/6920	9.845474940139166e-08	5	4	1.2389701892286166e-05	CKA1, CKA2, CKB1, CKB2
GO:0005654	CC	e	nucleoplasm	4/6	65/6920	1.04886365225703e-07	2	4	1.2389701892286166e-05	CKA1, CKA2, CKB1, CKB2
GO:0140513	CC	e	nuclear protein-containing complex	6/6	707/6920	1.1157924043527225e-06	2	6	0.00011715820245703584	CKA1, CKA2, CKB1, CKB2, RRP7, UTP22
GO:0061695	CC	e	transferase complex, transferring phosphorus-containing groups	4/6	135/6920	2.0167330611451498e-06	4	4	0.00019058127427821667	CKA1, CKA2, CKB1, CKB2
GO:1990904	CC	e	ribonucleoprotein complex	5/6	622/6920	3.2110394442929466e-05	2	5	0.002758574795324395	CKA1, CKA2, CKB1, CKB2, UTP22
GO:0140535	CC	e	intracellular protein-containing complex	4/6	410/6920	0.0001656020240294057	2	4	0.012037993285214491	CKA1, CKA2, CKB1, CKB2
GO:1990234	CC	e	transferase complex	4/6	410/6920	0.0001656020240294057	3	4	0.012037993285214491	CKA1, CKA2, CKB1, CKB2
