# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005200	MF	e	structural constituent of cytoskeleton	5/5	21/6920	1.541067192099757e-13	2	5	3.986740825962071e-10	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0010314	MF	e	phosphatidylinositol-5-phosphate binding	4/5	10/6920	1.0991355601692298e-11	6	4	1.4217318470788988e-08	CDC10, CDC11, CDC12, CDC3
GO:0070273	MF	e	phosphatidylinositol-4-phosphate binding	4/5	19/6920	2.0265767417631853e-10	6	4	1.7475846769804534e-07	CDC10, CDC11, CDC12, CDC3
GO:0003924	MF	e	GTPase activity	5/5	89/6920	3.14345006180264e-10	7	5	2.0330263274708575e-07	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0005525	MF	e	GTP binding	5/5	115/6920	1.1623030932854031e-09	8	5	4.295540146184768e-07	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0019001	MF	e	guanyl nucleotide binding	5/5	115/6920	1.1623030932854031e-09	6	5	4.295540146184768e-07	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0032561	MF	e	guanyl ribonucleotide binding	5/5	115/6920	1.1623030932854031e-09	7	5	4.295540146184768e-07	CDC10, CDC11, CDC12, CDC3, SHS1
GO:1901981	MF	e	phosphatidylinositol phosphate binding	4/5	69/6920	4.493877998411386e-08	5	4	1.4532077977362822e-05	CDC10, CDC11, CDC12, CDC3
GO:0035091	MF	e	phosphatidylinositol binding	4/5	86/6920	1.1016862972649434e-07	4	4	3.166736056693787e-05	CDC10, CDC11, CDC12, CDC3
GO:0017111	MF	e	ribonucleoside triphosphate phosphatase activity	5/5	329/6920	2.359476805062998e-07	6	5	6.103966494697976e-05	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0016462	MF	e	pyrophosphatase activity	5/5	365/6920	3.9775340171567415e-07	5	5	7.843679365729802e-05	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0016818	MF	e	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	5/5	367/6920	4.088323749655865e-07	4	5	7.843679365729802e-05	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0016817	MF	e	hydrolase activity, acting on acid anhydrides	5/5	367/6920	4.088323749655865e-07	3	5	7.843679365729802e-05	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0005543	MF	e	phospholipid binding	4/5	120/6920	4.2447433753466265e-07	3	4	7.843679365729802e-05	CDC10, CDC11, CDC12, CDC3
GO:0005198	MF	e	structural molecule activity	5/5	380/6920	4.870135656288522e-07	1	5	8.399360628545604e-05	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0008289	MF	e	lipid binding	4/5	157/6920	1.2532678635331595e-06	2	4	0.00020263774768501775	CDC10, CDC11, CDC12, CDC3
GO:0060090	MF	e	molecular adaptor activity	5/5	607/6920	5.115265707473397e-06	1	5	0.000778423081484334	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0035639	MF	e	purine ribonucleoside triphosphate binding	5/5	822/6920	2.339716778421155e-05	5	5	0.0032444124170112236	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0032555	MF	e	purine ribonucleotide binding	5/5	825/6920	2.3828309208818417e-05	6	5	0.0032444124170112236	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0032553	MF	e	ribonucleotide binding	5/5	845/6920	2.6867797999572304e-05	5	5	0.0034753496712446774	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0097367	MF	e	carbohydrate derivative binding	5/5	859/6920	2.9174163329268332e-05	2	5	0.0035937564378396717	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0017076	MF	e	purine nucleotide binding	5/5	867/6920	3.0561515899680236e-05	5	5	0.0035937564378396717	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0000166	MF	e	nucleotide binding	5/5	942/6920	4.631632230689944e-05	4	5	0.0050191261210419235	CDC10, CDC11, CDC12, CDC3, SHS1
GO:1901265	MF	e	nucleoside phosphate binding	5/5	943/6920	4.6563211018556695e-05	2	5	0.0050191261210419235	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0043168	MF	e	anion binding	5/5	975/6920	5.503755907998914e-05	4	5	0.005695286613597277	CDC10, CDC11, CDC12, CDC3, SHS1
GO:1901363	MF	e	heterocyclic compound binding	5/5	993/6920	6.03202757634359e-05	3	5	0.006001867438461872	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0016787	MF	e	hydrolase activity	5/5	1006/6920	6.438188186092202e-05	2	5	0.0061687380879335285	CDC10, CDC11, CDC12, CDC3, SHS1
