# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003899	MF	e	DNA-directed RNA polymerase activity	21/21	37/6920	1.5455454692334737e-51	7	21	3.9983261289069967e-48	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0034062	MF	e	5'-3' RNA polymerase activity	21/21	39/6920	7.485288841189565e-51	6	21	9.682221116078702e-48	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0097747	MF	e	RNA polymerase activity	21/21	40/6920	1.575850282355698e-50	5	21	1.3589082268180636e-47	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0016779	MF	e	nucleotidyltransferase activity	21/21	143/6920	9.170202835260818e-37	4	21	5.930828683704934e-34	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0140098	MF	e	catalytic activity, acting on RNA	21/21	351/6920	3.608844202987556e-28	3	21	1.8672159906257613e-25	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0016772	MF	e	transferase activity, transferring phosphorus-containing groups	21/21	421/6920	1.8224379131504893e-26	3	21	7.857744802200526e-24	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0140640	MF	e	catalytic activity, acting on a nucleic acid	21/21	545/6920	4.632438843863736e-24	2	21	1.712017041296498e-21	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0003968	MF	e	RNA-directed RNA polymerase activity	8/21	12/6920	7.70319327831637e-19	7	8	2.4910201263755563e-16	RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPO21, RPO26
GO:0016740	MF	e	transferase activity	21/21	1029/6920	3.4870754129378324e-18	2	21	1.002340454807797e-15	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0003677	MF	e	DNA binding	16/21	676/6920	7.433624776902505e-13	3	16	1.923078729784678e-10	RET1, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC19, RPC25, RPC31, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0003824	MF	e	catalytic activity	21/21	2580/6920	9.539701411875941e-10	1	21	2.243564322956642e-07	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0003676	MF	e	nucleic acid binding	17/21	1751/6920	1.367941566780344e-07	2	17	2.9490540277172915e-05	RET1, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC19, RPC25, RPC31, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0032549	MF	e	ribonucleoside binding	2/21	3/6920	2.6267891273009278e-05	5	2	0.0048539310516625	RET1, RPB2
GO:0001882	MF	e	nucleoside binding	2/21	3/6920	2.6267891273009278e-05	4	2	0.0048539310516625	RET1, RPB2
GO:0008270	MF	e	zinc ion binding	8/21	590/6920	0.0001990273929383612	7	8	0.034325591035436025	RET1, RPB10, RPB2, RPB3, RPC10, RPC11, RPO21, RPO31
