# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006325	BP	e	chromatin organization	15/18	324/6920	5.972263506064466e-18	4	15	2.7388800438811643e-14	ADA2, CHD1, GCN5, HFI1, NGG1, SGF73, SPT20, SPT3, SPT7, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:0006366	BP	e	transcription by RNA polymerase II	9/18	65/6920	1.458700684922856e-14	9	9	3.3448006705281084e-11	CHD1, HFI1, SPT3, TAF10, TAF12, TAF5, TAF6, TAF7, TAF9
GO:0006351	BP	e	DNA-templated transcription	9/18	166/6920	8.561350272591342e-11	8	9	1.3087450783367966e-07	CHD1, HFI1, SPT3, TAF10, TAF12, TAF5, TAF6, TAF7, TAF9
GO:2001141	BP	e	regulation of RNA biosynthetic process	12/18	581/6920	1.276817028266442e-09	8	12	1.1710965783259806e-06	ADA2, CHD1, GCN5, HFI1, NGG1, RTG2, SGF73, SPT20, SPT3, SPT7, TAF6, TRA1
GO:0006355	BP	e	regulation of DNA-templated transcription	12/18	581/6920	1.276817028266442e-09	9	12	1.1710965783259806e-06	ADA2, CHD1, GCN5, HFI1, NGG1, RTG2, SGF73, SPT20, SPT3, SPT7, TAF6, TRA1
GO:0016043	BP	e	cellular component organization	17/18	1867/6920	2.710137122577182e-09	3	17	1.7449339337159486e-06	ADA2, CHD1, GCN5, HFI1, NGG1, RTG2, SGF73, SPT20, SPT3, SPT7, TAF10, TAF12, TAF5, TAF6, TAF7, TAF9, TRA1
GO:0032774	BP	e	RNA biosynthetic process	9/18	249/6920	3.2091172602285297e-09	7	9	1.7449339337159486e-06	CHD1, HFI1, SPT3, TAF10, TAF12, TAF5, TAF6, TAF7, TAF9
GO:0006352	BP	e	DNA-templated transcription initiation	6/18	56/6920	3.6759236337079195e-09	8	6	1.7449339337159486e-06	TAF10, TAF12, TAF5, TAF6, TAF7, TAF9
GO:0051252	BP	e	regulation of RNA metabolic process	12/18	638/6920	3.774088571095737e-09	7	12	1.7449339337159486e-06	ADA2, CHD1, GCN5, HFI1, NGG1, RTG2, SGF73, SPT20, SPT3, SPT7, TAF6, TRA1
GO:0006357	BP	e	regulation of transcription by RNA polymerase II	11/18	487/6920	3.804914814033904e-09	10	11	1.7449339337159486e-06	ADA2, CHD1, GCN5, HFI1, NGG1, RTG2, SGF73, SPT20, SPT3, SPT7, TRA1
GO:0071840	BP	e	cellular component organization or biogenesis	17/18	2044/6920	1.2307037228286355e-08	2	17	5.130915702629202e-06	ADA2, CHD1, GCN5, HFI1, NGG1, RTG2, SGF73, SPT20, SPT3, SPT7, TAF10, TAF12, TAF5, TAF6, TAF7, TAF9, TRA1
