# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0070692	CC	e	CTDK-1 complex	3/3	3/6920	1.8114287971346702e-11	10	3	1.7118002132922633e-08	CTK1, CTK2, CTK3
GO:0008024	CC	e	cyclin/CDK positive transcription elongation factor complex	3/3	4/6920	7.245715188538681e-11	9	3	3.4236004265845265e-08	CTK1, CTK2, CTK3
GO:0019908	CC	e	nuclear cyclin-dependent protein kinase holoenzyme complex	3/3	15/6920	8.242001026962748e-09	8	3	1.947172742619949e-06	CTK1, CTK2, CTK3
GO:0032806	CC	e	carboxy-terminal domain protein kinase complex	3/3	15/6920	8.242001026962748e-09	7	3	1.947172742619949e-06	CTK1, CTK2, CTK3
GO:0008023	CC	e	transcription elongation factor complex	3/3	22/6920	2.7896003475873917e-08	3	3	5.272344656940171e-06	CTK1, CTK2, CTK3
GO:0000307	CC	e	cyclin-dependent protein kinase holoenzyme complex	3/3	40/6920	1.7896916515690535e-07	7	3	2.8187643512212592e-05	CTK1, CTK2, CTK3
GO:1902554	CC	e	serine/threonine protein kinase complex	3/3	56/6920	5.021280625657305e-07	6	3	6.778728844637362e-05	CTK1, CTK2, CTK3
GO:1902911	CC	e	protein kinase complex	3/3	64/6920	7.54713694038189e-07	5	3	8.307937035178449e-05	CTK1, CTK2, CTK3
GO:0005654	CC	e	nucleoplasm	3/3	65/6920	7.912320985884237e-07	2	3	8.307937035178449e-05	CTK1, CTK2, CTK3
GO:0061695	CC	e	transferase complex, transferring phosphorus-containing groups	3/3	135/6920	7.2637389050701695e-06	4	3	0.000686423326529131	CTK1, CTK2, CTK3
GO:0005730	CC	e	nucleolus	3/3	365/6920	0.0001456031901423239	5	3	0.012508637698590555	CTK1, CTK2, CTK3
GO:1990234	CC	e	transferase complex	3/3	410/6920	0.00020655577659422868	3	3	0.016266267406795508	CTK1, CTK2, CTK3
