# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0004679	MF	e	AMP-activated protein kinase activity	5/5	5/6920	7.57318390141902e-18	7	5	1.9591826752971004e-14	GAL83, SIP1, SIP2, SNF1, SNF4
GO:0019901	MF	e	protein kinase binding	4/5	35/6920	2.7325806918403806e-09	5	4	2.650637095257014e-06	GAL83, SIP1, SIP2, SNF4
GO:0019900	MF	e	kinase binding	4/5	36/6920	3.073796399602258e-09	4	4	2.650637095257014e-06	GAL83, SIP1, SIP2, SNF4
GO:0004674	MF	e	protein serine/threonine kinase activity	5/5	161/6920	6.412051167973743e-09	6	5	4.1469940928870184e-06	GAL83, SIP1, SIP2, SNF1, SNF4
GO:0004672	MF	e	protein kinase activity	5/5	169/6920	8.195996168850878e-09	5	5	4.240608417763444e-06	GAL83, SIP1, SIP2, SNF1, SNF4
GO:0016773	MF	e	phosphotransferase activity, alcohol group as acceptor	5/5	236/6920	4.427278940557085e-08	4	5	1.9088951032035297e-05	GAL83, SIP1, SIP2, SNF1, SNF4
GO:0016301	MF	e	kinase activity	5/5	262/6920	7.497765851221239e-08	4	5	2.7709600367299063e-05	GAL83, SIP1, SIP2, SNF1, SNF4
GO:0016772	MF	e	transferase activity, transferring phosphorus-containing groups	5/5	421/6920	8.149951099328713e-07	3	5	0.0002635490436745423	GAL83, SIP1, SIP2, SNF1, SNF4
GO:0019899	MF	e	enzyme binding	4/5	166/6920	1.5679427452750263e-06	3	4	0.000450696431336277	GAL83, SIP1, SIP2, SNF4
GO:0140767	MF	e	enzyme-substrate adaptor activity	2/5	6/6920	6.258488850844821e-06	3	2	0.0016190710657135552	GAL83, SIP2
GO:0140096	MF	e	catalytic activity, acting on a protein	5/5	712/6920	1.1386354291154002e-05	2	5	0.002677863504655946	GAL83, SIP1, SIP2, SNF1, SNF4
GO:0016740	MF	e	transferase activity	5/5	1029/6920	7.21020173676861e-05	2	5	0.015543993244183662	GAL83, SIP1, SIP2, SNF1, SNF4
