# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0007035	BP	e	vacuolar acidification	5/5	27/6920	6.113831363615577e-13	9	5	1.4019015316770517e-09	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0051452	BP	e	intracellular pH reduction	5/5	27/6920	6.113831363615577e-13	8	5	1.4019015316770517e-09	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0030641	BP	e	regulation of cellular pH	5/5	33/6920	1.7973891744271847e-12	6	5	1.9328007560923064e-09	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0051453	BP	e	regulation of intracellular pH	5/5	33/6920	1.7973891744271847e-12	7	5	1.9328007560923064e-09	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0006885	BP	e	regulation of pH	5/5	34/6920	2.1072838596732513e-12	5	5	1.9328007560923064e-09	VMA13, VMA4, VMA5, VMA7, VMA8
GO:1902600	BP	e	proton transmembrane transport	5/5	107/6920	8.050943206141415e-10	7	5	6.153604257227421e-07	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0030003	BP	e	intracellular monoatomic cation homeostasis	5/5	150/6920	4.480295823275011e-09	5	5	2.9352338065055998e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0055080	BP	e	monoatomic cation homeostasis	5/5	155/6920	5.290072719227239e-09	4	5	3.0325341862970145e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0006873	BP	e	intracellular monoatomic ion homeostasis	5/5	162/6920	6.616256619183098e-09	4	5	3.3713503172859652e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0050801	BP	e	monoatomic ion homeostasis	5/5	168/6920	7.95351107509789e-09	3	5	3.626570391218686e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0098662	BP	e	inorganic cation transmembrane transport	5/5	171/6920	8.698707872526286e-09	6	5	3.626570391218686e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0098655	BP	e	monoatomic cation transmembrane transport	5/5	174/6920	9.498741897682078e-09	6	5	3.630102528564167e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0034220	BP	e	monoatomic ion transmembrane transport	5/5	184/6920	1.260052492266019e-08	5	5	4.445077484255356e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0098660	BP	e	inorganic ion transmembrane transport	5/5	189/6920	1.44292311133889e-08	5	5	4.726603849000107e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0055082	BP	e	intracellular chemical homeostasis	5/5	194/6920	1.646434632464676e-08	3	5	5.033699482988669e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0006812	BP	e	monoatomic cation transport	5/5	213/6920	2.6391298418873496e-08	5	5	7.564405909309615e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0019725	BP	e	cellular homeostasis	5/5	222/6920	3.252114249981068e-08	2	5	8.773056441419517e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0048878	BP	e	chemical homeostasis	5/5	227/6920	3.638873454462267e-08	2	5	9.27104092342442e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0065008	BP	e	regulation of biological quality	5/5	233/6920	4.150653323377882e-08	2	5	9.725252613529623e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0006811	BP	e	monoatomic ion transport	5/5	234/6920	4.241278941792247e-08	4	5	9.725252613529623e-06	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0042592	BP	e	homeostatic process	5/5	254/6920	6.413066830386316e-08	1	5	1.4004916421024593e-05	VMA13, VMA4, VMA5, VMA7, VMA8
GO:0055085	BP	e	transmembrane transport	5/5	484/6920	1.6418107742630402e-06	4	5	0.00034224291867137734	VMA13, VMA4, VMA5, VMA7, VMA8
