# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0031126	BP	e	sno(s)RNA 3'-end processing	4/5	26/6920	7.810306347919571e-10	9	4	2.844210335328006e-06	MTR4, NAB3, NRD1, SEN1
GO:0016180	BP	e	snRNA processing	4/5	29/6920	1.2403882840505915e-09	8	4	2.844210335328006e-06	MTR4, NAB3, NRD1, SEN1
GO:0016073	BP	e	snRNA metabolic process	4/5	32/6920	1.8773457595198854e-09	7	4	2.8698358843860647e-06	MTR4, NAB3, NRD1, SEN1
GO:0043144	BP	e	sno(s)RNA processing	4/5	42/6920	5.836692273965399e-09	8	4	6.69176769210133e-06	MTR4, NAB3, NRD1, SEN1
GO:0016074	BP	e	sno(s)RNA metabolic process	4/5	53/6920	1.5250112546176225e-08	7	4	1.3987403227352834e-05	MTR4, NAB3, NRD1, SEN1
GO:0031123	BP	e	RNA 3'-end processing	4/5	65/6920	3.5210527128996846e-08	5	4	2.4374344618663563e-05	MTR4, NAB3, NRD1, SEN1
GO:0006397	BP	e	mRNA processing	5/5	228/6920	3.7204625453694925e-08	8	5	2.4374344618663563e-05	MTR4, NAB3, NRD1, SEN1, STO1
GO:0034472	BP	e	snRNA 3'-end processing	3/5	20/6920	2.057423001683143e-07	9	3	0.00011794177357148618	MTR4, NAB3, NRD1
GO:0016071	BP	e	mRNA metabolic process	5/5	340/6920	2.7839520495318716e-07	7	5	0.00014185782332392405	MTR4, NAB3, NRD1, SEN1, STO1
GO:0006369	BP	e	termination of RNA polymerase II transcription	3/5	25/6920	4.1464336301276705e-07	9	3	0.00018823285981333767	NAB3, NRD1, SEN1
GO:0000956	BP	e	nuclear-transcribed mRNA catabolic process	4/5	122/6920	4.537607424049711e-07	10	4	0.00018823285981333767	MTR4, NAB3, NRD1, STO1
GO:0071028	BP	e	nuclear mRNA surveillance	3/5	27/6920	5.270889876969635e-07	11	3	0.00018823285981333767	MTR4, NAB3, NRD1
GO:0006402	BP	e	mRNA catabolic process	4/5	127/6920	5.335863884808961e-07	9	4	0.00018823285981333767	MTR4, NAB3, NRD1, STO1
