# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:1990856	MF	e	methionyl-initiator methionine tRNA binding	3/4	4/6920	2.8979718185762987e-10	5	3	7.497053094656885e-07	GCD11, SUI2, SUI3
GO:0003743	MF	e	translation initiation factor activity	4/4	38/6920	7.732289527858646e-10	2	4	1.000171650428516e-06	GCD11, SUI2, SUI3, TIF5
GO:0180051	MF	e	translation factor activity	4/4	61/6920	5.4665500935591325e-09	1	4	4.713988364012492e-06	GCD11, SUI2, SUI3, TIF5
GO:0005525	MF	e	GTP binding	4/4	115/6920	7.241881255100763e-08	8	4	3.122457801157612e-05	GCD11, SUI2, SUI3, TIF5
GO:0019001	MF	e	guanyl nucleotide binding	4/4	115/6920	7.241881255100763e-08	6	4	3.122457801157612e-05	GCD11, SUI2, SUI3, TIF5
GO:0032561	MF	e	guanyl ribonucleotide binding	4/4	115/6920	7.241881255100763e-08	7	4	3.122457801157612e-05	GCD11, SUI2, SUI3, TIF5
GO:0031369	MF	e	translation initiation factor binding	3/4	25/6920	1.6625391443483543e-07	3	3	6.144269666327417e-05	GCD11, SUI3, TIF5
GO:0000049	MF	e	tRNA binding	3/4	55/6920	1.8901954930846982e-06	4	3	0.0006112419675762643	GCD11, SUI2, SUI3
GO:0035639	MF	e	purine ribonucleoside triphosphate binding	4/4	822/6920	0.0001978176190655343	5	4	0.04873849982442121	GCD11, SUI2, SUI3, TIF5
GO:0032555	MF	e	purine ribonucleotide binding	4/4	825/6920	0.00020072665832909643	6	4	0.04873849982442121	GCD11, SUI2, SUI3, TIF5
GO:0032553	MF	e	ribonucleotide binding	4/4	845/6920	0.00022094850293108445	5	4	0.04873849982442121	GCD11, SUI2, SUI3, TIF5
GO:0097367	MF	e	carbohydrate derivative binding	4/4	859/6920	0.0002359865655967483	2	4	0.04873849982442121	GCD11, SUI2, SUI3, TIF5
GO:0017076	MF	e	purine nucleotide binding	4/4	867/6920	0.0002449170845448302	5	4	0.04873849982442121	GCD11, SUI2, SUI3, TIF5
