# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0000123	CC	e	histone acetyltransferase complex	9/11	46/6920	6.0159666092802e-19	6	9	5.685088445769788e-16	ACT1, EAF1, EAF3, EAF7, HAT1, HAT2, HIF1, SWC4, TRA1
GO:0031248	CC	e	protein acetyltransferase complex	9/11	54/6920	2.897803808013129e-18	5	9	1.3692122992862033e-15	ACT1, EAF1, EAF3, EAF7, HAT1, HAT2, HIF1, SWC4, TRA1
GO:1902493	CC	e	acetyltransferase complex	9/11	59/6920	6.838210310553896e-18	4	9	2.1540362478244775e-15	ACT1, EAF1, EAF3, EAF7, HAT1, HAT2, HIF1, SWC4, TRA1
GO:0035267	CC	e	NuA4 histone acetyltransferase complex	6/11	17/6920	3.731608050822554e-14	9	6	5.877282680045523e-12	ACT1, EAF1, EAF3, EAF7, SWC4, TRA1
GO:0043189	CC	e	H4/H2A histone acetyltransferase complex	6/11	17/6920	3.731608050822554e-14	8	6	5.877282680045523e-12	ACT1, EAF1, EAF3, EAF7, SWC4, TRA1
GO:1902562	CC	e	H4 histone acetyltransferase complex	6/11	17/6920	3.731608050822554e-14	7	6	5.877282680045523e-12	ACT1, EAF1, EAF3, EAF7, SWC4, TRA1
GO:0140535	CC	e	intracellular protein-containing complex	9/11	410/6920	4.0902289865452336e-10	2	9	4.831582990356557e-08	ACT1, EAF1, EAF3, EAF7, HAT1, HAT2, HIF1, SWC4, TRA1
GO:1990234	CC	e	transferase complex	9/11	410/6920	4.0902289865452336e-10	3	9	4.831582990356557e-08	ACT1, EAF1, EAF3, EAF7, HAT1, HAT2, HIF1, SWC4, TRA1
GO:1902494	CC	e	catalytic complex	9/11	851/6920	2.7025920855061295e-07	2	9	2.8377216897814355e-05	ACT1, EAF1, EAF3, EAF7, HAT1, HAT2, HIF1, SWC4, TRA1
GO:0000118	CC	e	histone deacetylase complex	4/11	56/6920	1.2171736536978105e-06	3	4	0.0001150229102744431	ACT1, EAF3, HAT2, SWC4
GO:0032991	CC	e	protein-containing complex	11/11	2176/6920	2.921053159970414e-06	1	11	0.0002509450214701856	ACT1, EAF1, EAF3, EAF7, HAT1, HAT2, HHF2, HIF1, SWC4, TAF1, TRA1
GO:0005634	CC	e	nucleus	10/11	2331/6920	0.00014188864850402788	5	10	0.011173731069692196	EAF1, EAF3, EAF7, HAT1, HAT2, HHF2, HIF1, SWC4, TAF1, TRA1
GO:0000812	CC	e	Swr1 complex	2/11	15/6920	0.0002385249434662124	6	2	0.01733892858273621	ACT1, SWC4
GO:0070822	CC	e	Sin3-type complex	2/11	21/6920	0.0004745728024545745	4	2	0.032033664165683776	EAF3, HAT2
GO:0000781	CC	e	chromosome, telomeric region	3/11	111/6920	0.0006034875113331772	3	3	0.03801971321399016	HAT1, HAT2, HIF1
GO:0097346	CC	e	INO80-type complex	2/11	27/6920	0.0007890957953650241	5	2	0.046605970413746735	ACT1, SWC4
