# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006446	BP	e	regulation of translational initiation	4/4	30/6920	2.870736225847947e-10	10	4	1.3165196331738683e-06	CDC33, SBP1, TIF4631, TIF4632
GO:1901193	BP	e	regulation of formation of translation preinitiation complex	3/4	6/6920	1.4486716524489758e-09	12	3	2.2145360660436674e-06	CDC33, TIF4631, TIF4632
GO:1901195	BP	e	positive regulation of formation of translation preinitiation complex	3/4	6/6920	1.4486716524489758e-09	13	3	2.2145360660436674e-06	CDC33, TIF4631, TIF4632
GO:1904688	BP	e	regulation of cytoplasmic translational initiation	3/4	8/6920	4.0554007077074465e-09	11	3	4.649516911386588e-06	CDC33, TIF4631, TIF4632
GO:2000765	BP	e	regulation of cytoplasmic translation	3/4	16/6920	4.051881031108707e-08	10	3	3.716385281732906e-05	CDC33, TIF4631, TIF4632
GO:0006417	BP	e	regulation of translation	4/4	178/6920	4.2354175004138766e-07	9	4	0.0003237270776149673	CDC33, SBP1, TIF4631, TIF4632
GO:0031334	BP	e	positive regulation of protein-containing complex assembly	3/4	36/6920	5.154929345505114e-07	6	3	0.0003377215139783779	CDC33, TIF4631, TIF4632
GO:0010608	BP	e	post-transcriptional regulation of gene expression	4/4	214/6920	8.899465721370435e-07	8	4	0.0005101618724775601	CDC33, SBP1, TIF4631, TIF4632
GO:0051246	BP	e	regulation of protein metabolic process	4/4	259/6920	1.918866673905761e-06	6	4	0.000977769174059091	CDC33, SBP1, TIF4631, TIF4632
GO:0044089	BP	e	positive regulation of cellular component biogenesis	3/4	68/6920	3.605670018291032e-06	5	3	0.0016535602703882674	CDC33, TIF4631, TIF4632
GO:0006413	BP	e	translational initiation	3/4	71/6920	4.110754221616268e-06	3	3	0.0017138108054847456	CDC33, TIF4631, TIF4632
GO:0043254	BP	e	regulation of protein-containing complex assembly	3/4	89/6920	8.151794229791737e-06	5	3	0.003115344028152075	CDC33, TIF4631, TIF4632
GO:0034063	BP	e	stress granule assembly	2/4	13/6920	1.950766147146669e-05	7	2	0.006881702731395865	TIF4631, TIF4632
GO:0051130	BP	e	positive regulation of cellular component organization	3/4	132/6920	2.6767086743127976e-05	5	3	0.008768132843141778	CDC33, TIF4631, TIF4632
GO:0044087	BP	e	regulation of cellular component biogenesis	3/4	168/6920	5.5236184462830005e-05	4	3	0.01688754279643589	CDC33, TIF4631, TIF4632
GO:0042149	BP	e	cellular response to glucose starvation	2/4	32/6920	0.00012359448215318092	5	2	0.03542526844715548	TIF4631, TIF4632
