YAL029C	YOR326W
YAL033W	YBL018C
YAL033W	YNL221C
YAL033W	YNL282W
YAR003W	YBR175W
YAR003W	YKL018W
YAR073W	YGR085C
YAR073W	YHR216W
YAR073W	YOR096W
YBL018C	YNL221C
YBL018C	YNL282W
YBL035C	YKL045W
YBL035C	YNL102W
YBL038W	YCR046C
YBL038W	YDR237W
YBL038W	YDR296W
YBL038W	YGR220C
YBL038W	YJL063C
YBL038W	YKL167C
YBL038W	YKR006C
YBL038W	YKR085C
YBL038W	YLR439W
YBL038W	YML025C
YBL038W	YMR193W
YBL038W	YNL284C
YBL045C	YPR191W
YBL072C	YBR031W
YBL072C	YBR079C
YBL072C	YCL037C
YBL072C	YDL083C
YBL072C	YDL148C
YBL072C	YDR064W
YBL072C	YDR324C
YBL072C	YDR449C
YBL072C	YER074W
YBL072C	YFR031C-A
YBL072C	YGL147C
YBL072C	YGR054W
YBL072C	YGR085C
YBL072C	YHL001W
YBL072C	YHL015W
YBL072C	YHL033C
YBL072C	YJR145C
YBL072C	YKL180W
YBL072C	YLR129W
YBL072C	YLR186W
YBL072C	YLR441C
YBL072C	YMR146C
YBL072C	YMR194W
YBL072C	YMR290C
YBL072C	YNL132W
YBL072C	YNL178W
YBL072C	YNL308C
YBL072C	YOL127W
YBL072C	YOR063W
YBL072C	YOR096W
YBL072C	YOR361C
YBL072C	YPR144C
YBL087C	YDR361C
YBL087C	YGL111W
YBL087C	YMR290C
YBL087C	YPL208W
YBL090W	YBR146W
YBL090W	YDR041W
YBL090W	YDR175C
YBL090W	YDR347W
YBL090W	YGR165W
YBL090W	YGR215W
YBL090W	YJR101W
YBL090W	YJR113C
YBL090W	YMR158W
YBL090W	YNL137C
YBL090W	YNR037C
YBR025C	YGL195W
YBR025C	YJR121W
YBR025C	YKL081W
YBR031W	YBR191W
YBR031W	YDL075W
YBR031W	YDL083C
YBR031W	YER074W
YBR031W	YFR031C-A
YBR031W	YGL031C
YBR031W	YGL147C
YBR031W	YGR085C
YBR031W	YHL001W
YBR031W	YHL033C
YBR031W	YIL133C
YBR031W	YJR145C
YBR031W	YKL180W
YBR031W	YLR441C
YBR031W	YMR194W
YBR031W	YMR290C
YBR031W	YNL132W
YBR031W	YNL178W
YBR031W	YNL301C
YBR031W	YOL077C
YBR031W	YOL120C
YBR031W	YOL127W
YBR031W	YOR063W
YBR031W	YOR096W
YBR055C	YDR378C
YBR055C	YDR473C
YBR055C	YER146W
YBR055C	YHR165C
YBR055C	YOR159C
YBR060C	YLL004W
YBR060C	YML065W
YBR065C	YHR165C
YBR079C	YDR064W
YBR079C	YDR091C
YBR079C	YDR429C
YBR079C	YER025W
YBR079C	YMR146C
YBR079C	YMR309C
YBR079C	YOR096W
YBR079C	YOR361C
YBR079C	YPL081W
YBR087W	YOL094C
YBR146W	YDR041W
YBR146W	YDR175C
YBR146W	YDR347W
YBR146W	YER050C
YBR146W	YGR165W
YBR146W	YGR215W
YBR146W	YJR101W
YBR146W	YJR113C
YBR146W	YKL003C
YBR146W	YMR158W
YBR146W	YNL137C
YBR146W	YNR037C
YBR146W	YOR204W
YBR160W	YPL256C
YBR171W	YPL094C
YBR175W	YKL018W
YBR191W	YDL075W
YBR191W	YDL083C
YBR191W	YER074W
YBR191W	YFR031C-A
YBR191W	YGL147C
YBR191W	YGR085C
YBR191W	YHL001W
YBR191W	YHL033C
YBR191W	YKL180W
YBR191W	YLR441C
YBR191W	YMR194W
YBR191W	YNL178W
YBR191W	YOL127W
YBR191W	YOR063W
YBR253W	YDR308C
YBR253W	YHR058C
YBR253W	YNL236W
YBR253W	YOR174W
YBR288C	YGR261C
YBR288C	YPL195W
YCL024W	YDR507C
YCL037C	YDL083C
YCL037C	YGL049C
YCL037C	YGR162W
YCL037C	YJR145C
YCL037C	YMR290C
YCL037C	YOR096W
YCR002C	YDL225W
YCR002C	YHR107C
YCR002C	YJR076C
YCR002C	YLR314C
YCR020W-B	YCR052W
YCR020W-B	YDR303C
YCR020W-B	YFR037C
YCR020W-B	YIL126W
YCR020W-B	YKR008W
