YMR056C	YNR056C
YNL331C	YPL070W
YBL074C	YDR283C
YBR236C	YDL140C
YBR236C	YML010W
YJR108W	YHR114W
YER045C	YGR247W
YER045C	YOR059C
YLR131C	YBR160W
YLR131C	YPR086W
YLR131C	YNL157W
YBL015W	YJR035W
YBL015W	YJR068W
YBL015W	YMR059W
YLR304C	YOR005C
YLR304C	YMR049C
YLR304C	YPL204W
YLR304C	YJR035W
YLR304C	YMR059W
YLR304C	YOL006C
YLR304C	YIL007C
YKL192C	YDL239C
YKL192C	YDR084C
YAL054C	YHR041C
YDR448W	YDR216W
YDR448W	YDL165W
YDR448W	YPL181W
YDR448W	YEL009C
YDR448W	YGR252W
YDR448W	YKL012W
YDR448W	YOL148C
YDR448W	YDR392W
YDR448W	YHR041C
YDR448W	YBR253W
YDR448W	YGR274C
YDR448W	YMR236W
YOR128C	YNL159C
YOR128C	YPR111W
YOR128C	YEL018W
YOR128C	YCR067C
YOR128C	YMR236W
YOR128C	YDR271C
YOR128C	YMR323W
YOR128C	YPR085C
YMR300C	YAL012W
YMR300C	YMR235C
YGL234W	YBL026W
YGL234W	YPR154W
YGL234W	YJR068W
YGL234W	YOR298W
YDR408C	YOR174W
YOL086C	YFR021W
YOL086C	YNL127W
YOL086C	YBR207W
YOL086C	YBR114W
YOL086C	YDR170C
YOL086C	YML085C
YOL086C	YBR058C
YOL086C	YAL027W
YMR303C	YDL175C
YMR303C	YLR097C
YMR303C	YKL189W
YMR303C	YDR499W
YMR303C	YHR135C
YMR083W	YLR080W
YMR083W	YML058W
YMR083W	YBR074W
YMR318C	YJR035W
YJR105W	YNL106C
YJR105W	YBR055C
YJR105W	YLR301W
YCR011C	YPR079W
YDR216W	YDL029W
YDR216W	YER177W
YDR216W	YDL145C
YDR216W	YGR252W
YDR216W	YOL133W
YDR216W	YPR086W
YDR216W	YGR274C
YCR010C	YFL055W
YCR010C	YCR061W
YDL239C	YLR242C
YDL239C	YLR423C
YDL239C	YBR160W
YDL239C	YLR098C
YDL239C	YNL225C
YDL239C	YPL049C
YDL239C	YDR273W
YDL239C	YAL042W
YDL239C	YBR072W
YDL239C	YER086W
YDL239C	YDR148C
YDL239C	YAR018C
YDL239C	YKL103C
YDL239C	YPL070W
YDL239C	YDL030W
YDL239C	YPL124W
YDL239C	YOL091W
YDL239C	YAL028W
YDL239C	YGR268C
YDL239C	YLR072W
YDL239C	YMR124W
YLR227C	YOR089C
YLR397C	YAR044W
YER017C	YKR066C
YER017C	YBR034C
YER017C	YFL018C
YDR085C	YPL242C
YDR085C	YMR059W
YFL055W	YOR076C
YLR109W	YKL011C
YLR109W	YLR340W
YLR109W	YMR059W
YLR109W	YJL141C
YLR109W	YHR135C
YMR092C	YLR102C
YMR092C	YLL050C
YMR092C	YNL138W
YDL175C	YBL026W
YDL175C	YPR191W
YDL175C	YMR125W
YDR264C	YDL226C
YDR264C	YPL242C
YDR264C	YOR212W
YDR264C	YDR103W
YDR264C	YHR135C
YOR034C	YHR105W
YOR374W	YHR026W
YER073W	YPR086W
YER073W	YPL257W
YNL148C	YML085C
YGL021W	YNR070W
YGR225W	YKL022C
YML035C	YLR465C
YEL036C	YJL183W
YEL036C	YPL050C
YPR128C	YAR027W
YDL008W	YLR102C
YDL008W	YKL022C
YDL008W	YFR036W
YLR102C	YKL022C
YKL157W	YHR114W
YKL157W	YPR168W
YKL157W	YBR055C
YBR286W	YGL100W
YKL135C	YPR029C
YKL135C	YHL019C
YKL135C	YLR170C
YKL135C	YBL025W
YPR029C	YHL019C
YPR029C	YLR170C
YPR029C	YDL153C
YPL195W	YGR261C
YPL195W	YOR106W
YGR261C	YPL115C
YGR261C	YHR174W
YGR261C	YOR106W
YHL019C	YLR170C
YHL019C	YBR019C
YJL075C	YDL100C
YJL075C	YNL157W
YBR043C	YGR157W
YBR043C	YJL155C
YBR149W	YBR055C
YIL062C	YKL013C
YIL062C	YBR234C
YIL062C	YDL029W
YIL062C	YJR065C
YKL013C	YBR234C
YKL013C	YDL029W
YKL013C	YJR065C
YKL013C	YKL129C
YKL013C	YMR109W
YKL013C	YDR063W
YBR234C	YDL029W
YBR234C	YJR065C
YBR234C	YKL129C
YBR234C	YMR109W
YBR234C	YLR453C
YBR234C	YLR241W
YBR234C	YNL040W
YNR019W	YDL006W
YDL137W	YDR007W
YDL137W	YGR052W
YJL088W	YDL017W
YDR173C	YDL017W
YGL148W	YOL107W
YDR421W	YDL030W
YHR137W	YMR152W
YDR106W	YLR222C
YDL029W	YJR065C
YDL029W	YBR039W
YDL029W	YNL271C
YDL029W	YJL008C
YDL029W	YBR202W
YDL029W	YLR429W
YDL029W	YNL084C
YDL029W	YKL104C
YDL029W	YGL016W
YDL029W	YOR181W
YDL029W	YKL129C
YDL029W	YMR109W
YDL029W	YPR178W
YDL029W	YIL066C
YDL029W	YOR259C
YDL029W	YDR143C
YDL029W	YDL225W
YDL029W	YDR523C
YDL029W	YOR212W
YDL029W	YDR260C
YDL029W	YKL211C
YJR065C	YOR181W
YJR065C	YMR109W
YJR065C	YPR086W
YLR085C	YDL237W
YDL100C	YHR114W
YDL100C	YHR057C
YDL100C	YDR304C
YDL100C	YML101C
YDL100C	YPR037C
YDL100C	YJL153C
YDL100C	YOL126C
YDL100C	YKL062W
YDL100C	YDR513W
YDL100C	YDR259C
YDL100C	YBR014C
YDL100C	YDL121C
YDL100C	YKR100C
YDL100C	YOR164C
YLR242C	YBR023C
YLR242C	YDR414C
YOR058C	YBR160W
YDL088C	YML031W
YDL088C	YMR153W
YPR093C	YNL135C
YPR093C	YLR368W
YPR093C	YOL005C
YPR093C	YGL070C
YPR093C	YDL140C
YPR093C	YDR131C
YER101C	YBL050W
YPR049C	YGR113W
YBR128C	YPL120W
YLR423C	YDR022C
YLR423C	YPR105C
YLR423C	YMR025W
YLR423C	YKR083C
YLR423C	YGR113W
YLR423C	YDR052C
YLR423C	YDR148C
YLR423C	YNL078W
YLR423C	YDR383C
YLR423C	YOR158W
YLR423C	YJL117W
YLR423C	YAL032C
YLR423C	YNL090W
YLR423C	YPL124W
YLR423C	YMR017W
YLR423C	YBL106C
YLR423C	YDR259C
YLR423C	YBR270C
YLR423C	YCL063W
YLR423C	YCR082W
YLR423C	YDR357C
YLR423C	YLL049W
YLR423C	YLR108C
YLR423C	YMR124W
YLR423C	YMR204C
YLR423C	YOR164C
YLR423C	YPL077C
YFR021W	YNL242W
YFR021W	YNR058W
YFR021W	YGL190C
YFR021W	YLR094C
YFR021W	YLR222C
YFR021W	YCL063W
YFR021W	YML059C
YDL113C	YBR160W
YDL113C	YBL025W
YDL113C	YLR424W
YNL223W	YBL078C
YNL223W	YAR019C
YNL223W	YML085C
YNL223W	YFL037W
YJL180C	YLR295C
YJL180C	YBL099W
YJL180C	YHR114W
YLR295C	YBL099W
YLR295C	YIL124W
YLR295C	YIL004C
YLR295C	YIL111W
YLR295C	YHR193C
YLR295C	YDL045C
YLR295C	YKL060C
YLR295C	YLR094C
YLR295C	YGR187C
YLR295C	YKL103C
YLR295C	YJL100W
YLR295C	YDR378C
YLR295C	YBR193C
YLR295C	YMR153W
YLR295C	YKL127W
YLR295C	YJL001W
YLR295C	YJL166W
YLR295C	YJL140W
YLR295C	YLR141W
YLR295C	YOR184W
YLR295C	YML058W
YLR295C	YDR510W
YLR295C	YPL124W
YLR295C	YML034W
YLR295C	YPR086W
YLR295C	YJR009C
YLR295C	YPR163C
YLR295C	YDR007W
YLR295C	YJR102C
YLR295C	YJR133W
YLR295C	YML007W
YLR295C	YAR060C
YLR295C	YDL118W
YLR295C	YDL172C
YLR295C	YDL233W
YLR295C	YDR445C
YLR295C	YDR455C
YLR295C	YFR017C
YLR295C	YGL010W
YLR295C	YGL226W
YLR295C	YGR122W
YLR295C	YNL263C
YLR295C	YIL032C
YLR295C	YIL059C
YLR295C	YIL110W
YLR295C	YIL157C
YLR295C	YMR152W
YLR295C	YJL067W
YLR295C	YJR083C
YLR295C	YJR120W
YLR295C	YJR141W
YLR295C	YLR460C
YLR295C	YML079W
YLR295C	YMR141C
YLR295C	YMR144W
YLR295C	YOL050C
YLR295C	YPR118W
YDL004W	YBL099W
YML081C-A	YBL099W
YML081C-A	YPR020W
YBL099W	YPR020W
YBL099W	YBR039W
YPR020W	YER048C
YPR020W	YKL130C
YPR020W	YPR086W
YBR039W	YDL145C
YBR039W	YDL059C
YBR039W	YJR068W
YBR039W	YMR059W
YBR039W	YML058W
YBR039W	YDR523C
YBR039W	YOL087C
YNL259C	YDR270W
YCL038C	YHR178W
YCL038C	YMR009W
YBL078C	YIL004C
YBL078C	YOR100C
YBL078C	YLR093C
YBL078C	YOR106W
YOL078W	YGL130W
YOL078W	YNL006W
YOL078W	YKL203C
YBR068C	YJR001W
