YMR056C	YNR056C
YBR085W	YBR217W
YBR085W	YOR181W
YBR085W	YJL173C
YBR085W	YML058W
YNL331C	YPL070W
YNL331C	YNL189W
YHR047C	YLR148W
YBL074C	YDR283C
YGL119W	YJR091C
YOR239W	YOR172W
YCR088W	YNL020C
YCR088W	YDL029W
YCR088W	YPL204W
YCR088W	YOR284W
YCR088W	YDR342C
YCR088W	YNL106C
YCR088W	YMR109W
YCR088W	YIL095W
YCR088W	YDR388W
YCR088W	YOR367W
YCR088W	YNL243W
YCR088W	YNL138W
YCR088W	YHR199C
YCR088W	YIR003W
YCR088W	YHR016C
YNR033W	YPR154W
YNR016C	YDL225W
YNR016C	YIL061C
YNR016C	YMR106C
YLR304C	YDR480W
YLR304C	YOR005C
YLR304C	YPL204W
YLR304C	YGR040W
YLR304C	YJR035W
YLR304C	YOL006C
YLR304C	YIL007C
YAL054C	YNL189W
YAL054C	YLR049C
YLR153C	YJR091C
YLR153C	YIL061C
YGL256W	YDL101C
YGL256W	YJR035W
YGL256W	YKL108W
YJR105W	YNL106C
YJR105W	YLR301W
YCR011C	YBR290W
YCR011C	YPR079W
YCR011C	YBR159W
YCR011C	YNL154C
YDR216W	YDL029W
YDR216W	YER177W
YDR216W	YOL133W
YDR216W	YPR086W
YDR216W	YBR198C
YDR216W	YGL112C
YDR216W	YMR106C
YCR010C	YFL055W
YCR010C	YEL063C
YDL239C	YLR242C
YDL239C	YPL255W
YDL239C	YML042W
YDL239C	YBR160W
YDL239C	YLR098C
YDL239C	YNL225C
YDL239C	YPL049C
YDL239C	YDR273W
YDL239C	YAL042W
YDL239C	YOR284W
YDL239C	YER086W
YDL239C	YAR018C
YDL239C	YKL103C
YDL239C	YPL070W
YDL239C	YDR176W
YDL239C	YKL042W
YDL239C	YOL091W
YDL239C	YCL032W
YDL239C	YAL028W
YDL239C	YKL023W
YDL239C	YLR072W
YDL239C	YOL083W
YDL239C	YOR324C
YER017C	YKR066C
YER017C	YBR034C
YGL032C	YGR257C
YCL025C	YER026C
YCL025C	YGR060W
YCL025C	YMR215W
YCL025C	YML048W
YCL025C	YIR038C
YCL025C	YDR276C
YCL025C	YHR026W
YCL025C	YPR198W
YCL025C	YJR117W
YCL025C	YPL234C
YCL025C	YAL018C
YCL025C	YBR159W
YCL025C	YKL065C
YFL055W	YOR076C
YDR214W	YBR217W
YDR214W	YDL101C
YDR214W	YJL030W
YDR214W	YDL200C
YDR214W	YIL038C
YDR214W	YER173W
YDR214W	YHR030C
YOR023C	YNL118C
YOR023C	YOL009C
YOR023C	YCR082W
YOR023C	YLR424W
YLR109W	YGL090W
YLR109W	YDL200C
YLR109W	YMR022W
YLR109W	YJL141C
YMR092C	YBR101C
YMR092C	YPL263C
YMR092C	YNL138W
YDL175C	YNL189W
YDL175C	YMR125W
YDL175C	YOL115W
YBR059C	YIL095W
YBR059C	YCL032W
YBR059C	YER144C
YOR374W	YHR026W
YGL065C	YER103W
YGL021W	YLR133W
YGL021W	YNR070W
YGR225W	YKL022C
YBR211C	YKL002W
YBR211C	YOR269W
YGL156W	YOL082W
YGL156W	YKL103C
YGL156W	YOL083W
YEL036C	YBR290W
YEL036C	YOL038W
YEL036C	YPL094C
YBR231C	YJR091C
YNL172W	YLR127C
YNL172W	YDR118W
YNL172W	YKL022C
YNL172W	YBL084C
YLR127C	YDR118W
YLR127C	YKL022C
YLR127C	YBL084C
YLR127C	YOL133W
YLR127C	YGR052W
YDR118W	YBL084C
YKL157W	YPR168W
YKL157W	YJL078C
YBR217W	YPL149W
YBR217W	YHR171W
YBR217W	YGL105W
YBR217W	YDR127W
YBR217W	YDL029W
YBR217W	YLR438W
YBR217W	YDR022C
YBR217W	YLR216C
YBR217W	YGR218W
YBR217W	YGL078C
YBR217W	YER025W
YBR217W	YKL104C
YBR217W	YBR011C
YBR217W	YIL125W
YBR217W	YHR201C
YBR217W	YLR059C
YBR217W	YDR465C
YBR217W	YHR027C
YBR217W	YER021W
YBR217W	YDL097C
YBR217W	YPR108W
YBR217W	YKL145W
YBR217W	YOR086C
YBR217W	YBR166C
YBR217W	YHR033W
YBR217W	YLR424W
YBR217W	YNL208W
YPL149W	YJL167W
YHR171W	YKL134C
YHR171W	YMR183C
YHR171W	YNL212W
YJR005W	YPL248C
YKL135C	YHL019C
YKL135C	YGL206C
YKL135C	YHR068W
YKL135C	YBL025W
YKL135C	YNL189W
YHL019C	YBR019C
YPR192W	YFL062W
YPR192W	YGR060W
YPR192W	YKL065C
YPR192W	YHR140W
YBR149W	YDL211C
YLR370C	YBR234C
YLR370C	YDL029W
YLR370C	YJR091C
YGL105W	YGR264C
YBR234C	YDL029W
YBR234C	YMR109W
YBR234C	YML069W
YBR234C	YLR453C
YBR234C	YLR241W
YNR019W	YDL006W
YNR019W	YJR117W
YNR019W	YBR159W
YOL058W	YBR160W
YOL058W	YDR388W
YOL058W	YNL189W
YHR018C	YGL137W
YHR018C	YNL189W
YNL020C	YGR241C
YNL020C	YDR259C
YDR380W	YDR038C
YDR380W	YOR382W
YDR127W	YKL104C
YDR127W	YOR136W
YDR127W	YER095W
YDR127W	YJL173C
YDR127W	YMR106C
YHR137W	YBR198C
YHR137W	YDR092W
YHR137W	YMR152W
YDR106W	YHR129C
YHR129C	YMR294W
YHR129C	YJR091C
YHR129C	YPL174C
YHR129C	YER100W
YHR129C	YJR008W
YDL029W	YBR039W
YDL029W	YNL271C
YDL029W	YPR019W
YDL029W	YNL084C
YDL029W	YKL104C
YDL029W	YOR181W
YDL029W	YPL140C
YDL029W	YMR109W
YDL029W	YPR178W
YDL029W	YDR032C
YDL029W	YDL225W
YDL029W	YHR030C
YDL029W	YNL189W
YPR034W	YGR040W
YOR141C	YDL002C
YPR199C	YMR325W
YDL100C	YHR057C
YDL100C	YDR304C
YDL100C	YML048W
YDL100C	YBL076C
YDL100C	YOL126C
YDL100C	YKL062W
YDL100C	YIL162W
YDL100C	YDR513W
