YAL001C	P34111	0
YAL007C	P39704	1
YAL008W	P18411	2
YAL010C	P18409	3
YAL012W	P31373	4
YAL013W	P31385	5
YAL015C	P31378	6
YAL016W	P31383	7
YAL017W	P31374	8
YAL018C	P31379	9
YAL019W	P31380	10
YAL021C	P31384	11
YAL022C	P31381	12
YAL023C	P31382	13
YAL024C	P07866	14
YAL026C	P39524	15
YAL027W	P39735	16
YAL028W	P39734	17
YAL029C	P32492	18
YAL031C	P39732	19
YAL032C	P28004	20
YAL033W	P28005	21
YAL034C	P28003	22
YAL034W-A	P39731	23
YAL036C	P39729	24
YAL041W	P11433	25
YAL042W	P39727	26
YAL043C	Q01329	27
YAL044C	P39726	28
YAL046C	P39724	29
YAL047C	P39723	30
YAL048C	P39722	31
YAL051W	P39720	32
YAL053W	P39719	33
YAL054C	Q01574	34
YAL059W	P39715	35
YAL060W	P39714	36
YAL061W	P39713	37
YAL062W	P39708	38
YAL063C	P39712	39
YAL067C	P39709	40
YAR002C-A	Q05359	41
YAR002W	P39705	42
YAR003W	P39706	43
YAR007C	P22336	44
YAR014C	P27637	45
YAR015W	P27616	46
YAR019C	P27636	47
YAR035W	P80235	48
YAR042W	P35845	49
YAR053W	P39559	50
YAR060C	P0CX88	51
YAR062W	P0CI66	52
YAR070C	P39566	53
YAR071W	P35842	54
YAR075W	O42831	55
YBL002W	P02294	56
YBL003C	P04912	57
YBL004W	P35194	58
YBL005W	Q12490	59
YBL006C	P38210	60
YBL007C	P32790	61
YBL008W	P32479	62
YBL009W	P32789	63
YBL010C	P32788	64
YBL011W	P32784	65
YBL013W	P32785	66
YBL014C	P32786	67
YBL015W	P32316	68
YBL016W	P16892	69
YBL017C	P32319	70
YBL019W	P38207	71
YBL020W	P38206	72
YBL022C	P36775	73
YBL023C	P29469	74
YBL024W	P38205	75
YBL026W	P38203	76
YBL030C	P18239	77
YBL032W	P38199	78
YBL035C	P38121	79
YBL036C	P38197	80
YBL037W	P38065	81
YBL038W	P38064	82
YBL039C	P28274	83
YBL041W	P23724	84
YBL043W	P38195	85
YBL044W	P38194	86
YBL045C	P07256	87
YBL046W	P38193	88
YBL047C	P34216	89
YBL048W	P38192	90
YBL052C	P34218	91
YBL053W	P38190	92
YBL054W	P34219	93
YBL055C	P34220	94
YBL056W	P34221	95
YBL057C	P34222	96
YBL058W	P34223	97
YBL059W	P34224	98
YBL060W	P34225	99
YBL062W	P38189	100
YBL066C	P34228	101
YBL067C	P38187	102
YBL071C	P38185	103
YBL074C	P32357	104
YBL075C	P09435	105
YBL076C	P09436	106
YBL077W	P38183	107
YBL078C	P38182	108
YBL079W	P38181	109
YBL081W	P38180	110
YBL082C	P38179	111
YBL084C	P38042	112
YBL085W	P38041	113
YBL086C	P38177	114
YBL087C	P0CX41	115
YBL088C	P38110	116
YBL089W	P38176	117
YBL090W	P38175	118
YBL091C	P38174	119
YBL093C	P25046	120
YBL094C	P38173	121
YBL097W	P38170	122
YBL098W	P38169	123
YBL099W	P07251	124
YBL101C	P38167	125
YBL103C	P38165	126
YBL104C	P38164	127
YBL105C	P24583	128
YBL106C	P38163	129
YBL109W	P89495	130
YBR001C	P35172	131
YBR006W	P38067	132
YBR010W	P61830	133
YBR011C	P00817	134
YBR017C	P38217	135
YBR019C	P04397	136
YBR020W	P04385	137
YBR023C	P29465	138
YBR024W	P38072	139
YBR025C	P38219	140
YBR026C	P38071	141
YBR027C	P38220	142
YBR028C	P38070	143
YBR029C	P38221	144
YBR030W	P38222	145
YBR034C	P38074	146
YBR039W	P38077	147
YBR041W	P38225	148
YBR044C	P38228	149
YBR045C	P38229	150
YBR047W	P38231	151
YBR049C	P21538	152
YBR050C	P38232	153
YBR054W	P38079	154
YBR055C	P19735	155
YBR057C	P38236	156
YBR058C	P38237	157
YBR059C	P38080	158
YBR060C	P32833	159
YBR061C	P38238	160
YBR062C	P38239	161
YBR065C	P38241	162
YBR066C	P38082	163
YBR069C	P38085	164
YBR072W	P15992	165
YBR073W	P38086	166
YBR078W	P38248	167
YBR079C	P38249	168
YBR080C	P18759	169
YBR081C	P35177	170
YBR082C	P15731	171
YBR083W	P18412	172
YBR084W	P09440	173
YBR087W	P38251	174
YBR088C	P15873	175
YBR089W	P38252	176
YBR093C	P00635	177
YBR094W	P38254	178
YBR095C	P38255	179
YBR097W	P22219	180
YBR098W	P38257	181
YBR101C	P38260	182
YBR103W	P38262	183
YBR104W	P38087	184
YBR105C	P38263	185
YBR107C	P38265	186
YBR108W	P38266	187
YBR109C	P06787	188
YBR112C	P14922	189
YBR115C	P07702	190
YBR117C	P33315	191
YBR119W	P32605	192
YBR121C	P38088	193
YBR122C	P36531	194
YBR123C	P32367	195
YBR125C	P38089	196
YBR126C	Q00764	197
YBR127C	P16140	198
YBR128C	P38270	199
YBR130C	P38272	200
YBR131W	P38273	201
YBR133C	P38274	202
YBR135W	P20486	203
YBR136W	P38111	204
YBR137W	P38276	205
YBR139W	P38109	206
YBR140C	P18963	207
YBR142W	P38112	208
YBR143C	P12385	209
YBR146W	P38120	210
YBR148W	P38280	211
YBR149W	P38115	212
YBR150C	P38114	213
YBR151W	P38281	214
YBR152W	P38282	215
YBR154C	P20434	216
YBR155W	P33313	217
YBR156C	P38283	218
YBR159W	P38286	219
YBR160W	P00546	220
YBR161W	P38287	221
YBR162C	P38288	222
YBR166C	P20049	223
YBR167C	P38291	224
YBR169C	P32590	225
YBR170C	P33755	226
YBR171W	P33754	227
YBR172C	P32909	228
YBR173C	P38293	229
YBR175W	P38123	230
YBR176W	P38122	231
YBR180W	P38125	232
YBR185C	P38300	233
YBR186W	P38126	234
YBR187W	P38301	235
YBR188C	P38302	236
YBR189W	P05755	237
YBR193C	P38304	238
YBR194W	P38305	239
YBR195C	P13712	240
YBR196C	P12709	241
YBR197C	P38306	242
YBR198C	P38129	243
YBR203W	P38308	244
YBR207W	P38310	245
YBR208C	P32528	246
YBR211C	P38313	247
YBR212W	P32831	248
YBR214W	P38314	249
YBR215W	Q01448	250
YBR218C	P32327	251
YBR220C	P38318	252
YBR221C	P32473	253
YBR223C	P38319	254
YBR225W	P38321	255
YBR227C	P38323	256
YBR228W	P38324	257
YBR229C	P38138	258
YBR231C	P38326	259
YBR234C	P38328	260
YBR235W	P38329	261
YBR236C	P32783	262
YBR237W	P21372	263
YBR238C	P38330	264
YBR239C	P38140	265
YBR241C	P38142	266
YBR245C	P38144	267
YBR247C	P38333	268
YBR248C	P33734	269
YBR249C	P32449	270
YBR251W	P33759	271
YBR253W	P32570	272
YBR254C	P38334	273
YBR255W	P38335	274
YBR257W	P38336	275
YBR258C	P38337	276
YBR259W	P38338	277
YBR260C	P38339	278
YBR264C	P38146	279
YBR267W	P38344	280
YBR268W	P36532	281
YBR269C	P38345	282
YBR270C	P38346	283
YBR273C	P38349	284
YBR274W	P38147	285
YBR275C	P29539	286
YBR276C	P38148	287
YBR278W	P27344	288
YBR279W	P38351	289
YBR280C	P38352	290
YBR282W	P36526	291
YBR283C	P38353	292
YBR288C	P38153	293
YBR289W	P18480	294
YBR296C	P38361	295
YBR299W	P38158	296
YCL004W	P25578	297
YCL008C	P25604	298
YCL009C	P25605	299
YCL010C	P25554	300
YCL011C	P25555	301
YCL014W	P25558	302
YCL016C	P25559	303
YCL017C	P25374	304
YCL018W	P04173	305
YCL024W	P25389	306
YCL028W	P25367	307
YCL029C	P11709	308
YCL030C	P00815	309
YCL031C	P25368	310
YCL032W	P25344	311
YCL035C	P25373	312
YCL036W	P25370	313
YCL038C	P25568	314
YCL039W	P25569	315
YCL040W	P17709	316
YCL043C	P17967	317
YCL044C	P25573	318
YCL045C	P25574	319
YCL047C	P25576	320
YCL050C	P16550	321
YCL054W	P25582	322
YCL057W	P25375	323
YCL059C	P25586	324
YCL061C	P25588	325
YCL064C	P25379	326
YCL068C	P25593	327
YCL074W	P25600	328
YCR002C	P25342	329
YCR003W	P25348	330
YCR005C	P08679	331
YCR008W	P25333	332
YCR009C	P25343	333
YCR011C	P25371	334
YCR013C	P25614	335
YCR014C	P25615	336
YCR016W	P25617	337
YCR020C-A	P23059	338
YCR020W-B	Q9URQ5	339
YCR024C	P25345	340
YCR026C	P25353	341
YCR030C	P25623	342
YCR032W	P25356	343
YCR033W	P25357	344
YCR035C	P25359	345
YCR038C	P25300	346
YCR042C	P23255	347
YCR043C	P25361	348
YCR047C	P25627	349
YCR048W	P25628	350
YCR052W	P25632	351
YCR053W	P16120	352
YCR057C	P25635	353
