# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005742	CC	e	mitochondrial outer membrane translocase complex	7/8	14/6920	1.824981806686605e-19	4	7	1.7246078073188417e-16	TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0098799	CC	e	outer mitochondrial membrane protein complex	7/8	21/6920	6.177759270320286e-18	3	7	2.9189912552263347e-15	TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0005741	CC	e	mitochondrial outer membrane	7/8	110/6920	1.6715591996822566e-12	6	7	5.265411478999108e-10	TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0031968	CC	e	organelle outer membrane	7/8	119/6920	2.9391309933160515e-12	5	7	5.898312592894883e-10	TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0019867	CC	e	outer membrane	7/8	120/6920	3.120800313700996e-12	3	7	5.898312592894883e-10	TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0098798	CC	e	mitochondrial protein-containing complex	7/8	156/6920	2.032250205888859e-11	2	7	3.200794074274953e-09	TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0031966	CC	e	mitochondrial membrane	8/8	422/6920	1.796473290852263e-10	4	8	2.425238942650555e-08	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0098796	CC	e	membrane protein complex	7/8	336/6920	4.594603153337826e-09	2	7	5.427374974880306e-07	TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0098588	CC	e	bounding membrane of organelle	7/8	635/6920	3.914709155034476e-07	4	7	4.110444612786199e-05	TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0005739	CC	e	mitochondrion	8/8	1249/6920	1.1057402439503367e-06	5	8	0.00010449245305330683	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0031090	CC	e	organelle membrane	8/8	1298/6920	1.5056365055610672e-06	3	8	0.00012934786343229168	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0016020	CC	e	membrane	8/8	2112/6920	7.459263205597825e-05	2	8	0.005874169774408288	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
