# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0019773	CC	e	proteasome core complex, alpha-subunit complex	7/7	7/6920	6.652827054658272e-24	2	7	6.286921566652067e-21	PRE10, PRE5, PRE6, PRE8, PRE9, PUP2, SCL1
GO:0005839	CC	e	proteasome core complex	7/7	15/6920	4.281094209672598e-20	3	7	2.0228170140703025e-17	PRE10, PRE5, PRE6, PRE8, PRE9, PUP2, SCL1
GO:0000502	CC	e	proteasome complex	7/7	40/6920	1.2403238036314475e-16	5	7	3.9070199814390596e-14	PRE10, PRE5, PRE6, PRE8, PRE9, PUP2, SCL1
GO:1905369	CC	e	endopeptidase complex	7/7	54/6920	1.1782193969631308e-15	4	7	2.7835433253253965e-13	PRE10, PRE5, PRE6, PRE8, PRE9, PUP2, SCL1
GO:0034515	CC	e	proteasome storage granule	6/7	21/6920	2.49137473205106e-15	5	6	4.708698243576504e-13	PRE10, PRE5, PRE6, PRE8, PRE9, PUP2
GO:1905368	CC	e	peptidase complex	7/7	80/6920	2.113414481089662e-14	3	7	3.3286278077162175e-12	PRE10, PRE5, PRE6, PRE8, PRE9, PUP2, SCL1
GO:0140535	CC	e	intracellular protein-containing complex	7/7	410/6920	2.4417424654217562e-09	2	7	3.2963523283193707e-07	PRE10, PRE5, PRE6, PRE8, PRE9, PUP2, SCL1
GO:1902494	CC	e	catalytic complex	7/7	851/6920	4.162346281032303e-07	2	7	4.9167715444694074e-05	PRE10, PRE5, PRE6, PRE8, PRE9, PUP2, SCL1
GO:0043228	CC	e	membraneless organelle	6/7	1210/6920	0.0001684686081324425	3	6	0.015920283468515817	PRE10, PRE5, PRE6, PRE8, PRE9, PUP2
GO:0043232	CC	e	intracellular membraneless organelle	6/7	1210/6920	0.0001684686081324425	4	6	0.015920283468515817	PRE10, PRE5, PRE6, PRE8, PRE9, PUP2
GO:0032991	CC	e	protein-containing complex	7/7	2176/6920	0.00030198995259705935	1	7	0.025943682291292826	PRE10, PRE5, PRE6, PRE8, PRE9, PUP2, SCL1
GO:0005634	CC	e	nucleus	7/7	2331/6920	0.0004891650358228546	5	7	0.0385217465710498	PRE10, PRE5, PRE6, PRE8, PRE9, PUP2, SCL1
