# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0042276	BP	e	error-prone translesion synthesis	4/5	13/6920	3.740995325075846e-11	10	4	1.715620456079783e-07	DPB2, DPB3, DPB4, POL2
GO:0019985	BP	e	translesion synthesis	4/5	20/6920	2.532927390595962e-10	9	4	5.808002506636541e-07	DPB2, DPB3, DPB4, POL2
GO:0000731	BP	e	DNA synthesis involved in DNA repair	4/5	22/6920	3.823337341926553e-10	8	4	5.844608350025057e-07	DPB2, DPB3, DPB4, POL2
GO:0006260	BP	e	DNA replication	5/5	98/6920	5.143014619762566e-10	7	5	5.896466261557781e-07	DPB11, DPB2, DPB3, DPB4, POL2
GO:0006301	BP	e	postreplication repair	4/5	32/6920	1.8773457595198854e-09	8	4	1.721901530631639e-06	DPB2, DPB3, DPB4, POL2
GO:0006261	BP	e	DNA-templated DNA replication	4/5	50/6920	1.1998041973775995e-08	8	4	9.170503415289452e-06	DPB2, DPB3, DPB4, POL2
GO:0006272	BP	e	leading strand elongation	3/5	12/6920	3.977369095703723e-08	9	3	2.6057449532710394e-05	DPB3, DPB4, POL2
GO:0071897	BP	e	DNA biosynthetic process	4/5	97/6920	1.795226980743243e-07	7	4	0.0001029113866711064	DPB2, DPB3, DPB4, POL2
GO:0006281	BP	e	DNA repair	5/5	319/6920	2.020095767215134e-07	7	5	0.00010293510209387338	DPB11, DPB2, DPB3, DPB4, POL2
GO:0006271	BP	e	DNA strand elongation involved in DNA replication	3/5	24/6920	3.649654732971807e-07	8	3	0.0001673731660540871	DPB3, DPB4, POL2
GO:0006974	BP	e	DNA damage response	5/5	370/6920	4.259124306306181e-07	4	5	0.00017756676426109222	DPB11, DPB2, DPB3, DPB4, POL2
GO:0022616	BP	e	DNA strand elongation	3/5	27/6920	5.270889876969635e-07	7	3	0.0002014358414648562	DPB3, DPB4, POL2
GO:0006259	BP	e	DNA metabolic process	5/5	525/6920	2.4694359285866613e-06	6	5	0.0008711410129614176	DPB11, DPB2, DPB3, DPB4, POL2
GO:0033554	BP	e	cellular response to stress	5/5	795/6920	1.9790635515723785e-05	3	5	0.0064828467482220915	DPB11, DPB2, DPB3, DPB4, POL2
GO:0006950	BP	e	response to stress	5/5	850/6920	2.767409953114701e-05	2	5	0.008173663699455413	DPB11, DPB2, DPB3, DPB4, POL2
GO:0141187	BP	e	nucleic acid biosynthetic process	4/5	343/6920	2.8516925248863192e-05	6	4	0.008173663699455413	DPB2, DPB3, DPB4, POL2
GO:0033314	BP	e	mitotic DNA replication checkpoint signaling	2/5	13/6920	3.247830606893903e-05	11	2	0.008729158580340204	DPB11, POL2
GO:0051716	BP	e	cellular response to stimulus	5/5	887/6920	3.4261852256023474e-05	2	5	0.008729158580340204	DPB11, DPB2, DPB3, DPB4, POL2
GO:0050896	BP	e	response to stimulus	5/5	1020/6920	6.89976106510037e-05	1	5	0.014816719991550395	DPB11, DPB2, DPB3, DPB4, POL2
GO:0000076	BP	e	DNA replication checkpoint signaling	2/5	19/6920	7.107890096251825e-05	10	2	0.014816719991550395	DPB11, POL2
GO:0044818	BP	e	mitotic G2/M transition checkpoint	2/5	19/6920	7.107890096251825e-05	10	2	0.014816719991550395	DPB11, POL2
GO:0044773	BP	e	mitotic DNA damage checkpoint signaling	2/5	19/6920	7.107890096251825e-05	11	2	0.014816719991550395	DPB11, POL2
GO:0010972	BP	e	negative regulation of G2/M transition of mitotic cell cycle	2/5	21/6920	8.723935066717005e-05	9	2	0.01666998592331841	DPB11, POL2
GO:1902750	BP	e	negative regulation of cell cycle G2/M phase transition	2/5	21/6920	8.723935066717005e-05	8	2	0.01666998592331841	DPB11, POL2
GO:0034654	BP	e	nucleobase-containing compound biosynthetic process	4/5	476/6920	0.0001045872615847238	5	4	0.019185487265101737	DPB2, DPB3, DPB4, POL2
GO:0045005	BP	e	DNA-templated DNA replication maintenance of fidelity	2/5	24/6920	0.00011455787463285831	7	2	0.0202062466563957	DPB2, POL2
GO:1902749	BP	e	regulation of cell cycle G2/M phase transition	2/5	26/6920	0.00013481793530396443	7	2	0.022081251832285032	DPB11, POL2
GO:0010389	BP	e	regulation of G2/M transition of mitotic cell cycle	2/5	26/6920	0.00013481793530396443	8	2	0.022081251832285032	DPB11, POL2
GO:0044774	BP	e	mitotic DNA integrity checkpoint signaling	2/5	33/6920	0.000218583565168906	10	2	0.03434732708044566	DPB11, POL2
GO:0000077	BP	e	DNA damage checkpoint signaling	2/5	34/6920	0.00023217774520144254	10	2	0.03434732708044566	DPB11, POL2
GO:0042770	BP	e	signal transduction in response to DNA damage	2/5	34/6920	0.00023217774520144254	6	2	0.03434732708044566	DPB11, POL2
