# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0099122	MF	e	RNA polymerase II C-terminal domain binding	5/5	6/6920	4.543910340851413e-17	7	5	5.877548025891303e-14	CDC73, CTR9, LEO1, PAF1, RTF1
GO:1990269	MF	e	RNA polymerase II C-terminal domain phosphoserine binding	5/5	6/6920	4.543910340851413e-17	8	5	5.877548025891303e-14	CDC73, CTR9, LEO1, PAF1, RTF1
GO:0050815	MF	e	phosphoserine residue binding	5/5	9/6920	9.542211715787968e-16	5	5	6.171425427185868e-13	CDC73, CTR9, LEO1, PAF1, RTF1
GO:0045309	MF	e	protein phosphorylated amino acid binding	5/5	9/6920	9.542211715787968e-16	4	5	6.171425427185868e-13	CDC73, CTR9, LEO1, PAF1, RTF1
GO:0051219	MF	e	phosphoprotein binding	5/5	12/6920	5.997961649923864e-15	3	5	3.1033453576706072e-12	CDC73, CTR9, LEO1, PAF1, RTF1
GO:0000993	MF	e	RNA polymerase II complex binding	5/5	23/6920	2.5483006509884873e-13	6	5	1.0987422973512028e-10	CDC73, CTR9, LEO1, PAF1, RTF1
GO:0043175	MF	e	RNA polymerase core enzyme binding	5/5	28/6920	7.442925138314614e-13	5	5	2.4068559166024886e-10	CDC73, CTR9, LEO1, PAF1, RTF1
GO:0070063	MF	e	RNA polymerase binding	5/5	28/6920	7.442925138314614e-13	4	5	2.4068559166024886e-10	CDC73, CTR9, LEO1, PAF1, RTF1
GO:0001098	MF	e	basal transcription machinery binding	5/5	32/6920	1.5250574813321572e-12	3	5	3.9453237042062904e-10	CDC73, CTR9, LEO1, PAF1, RTF1
GO:0001099	MF	e	basal RNA polymerase II transcription machinery binding	5/5	32/6920	1.5250574813321572e-12	4	5	3.9453237042062904e-10	CDC73, CTR9, LEO1, PAF1, RTF1
GO:0019899	MF	e	enzyme binding	5/5	166/6920	7.48575753667789e-09	3	5	1.7605140679441548e-06	CDC73, CTR9, LEO1, PAF1, RTF1
GO:0005515	MF	e	protein binding	5/5	807/6920	2.1334049965789382e-05	2	5	0.004599265605124761	CDC73, CTR9, LEO1, PAF1, RTF1
