# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0004402	MF	e	histone acetyltransferase activity	3/5	31/6920	8.093009191932396e-07	9	3	0.001154872365759544	EAF6, SAS3, YNG1
GO:0061733	MF	e	protein-lysine-acetyltransferase activity	3/5	32/6920	8.928274957553489e-07	8	3	0.001154872365759544	EAF6, SAS3, YNG1
GO:0034212	MF	e	protein N-acetyltransferase activity	3/5	44/6920	2.377775306067664e-06	7	3	0.0020504349055990153	EAF6, SAS3, YNG1
GO:0008080	MF	e	N-acetyltransferase activity	3/5	55/6920	4.698852087921495e-06	6	3	0.002710329337887055	EAF6, SAS3, YNG1
GO:0140993	MF	e	histone modifying activity	3/5	57/6920	5.238363621737641e-06	3	3	0.002710329337887055	EAF6, SAS3, YNG1
GO:0016410	MF	e	N-acyltransferase activity	3/5	62/6920	6.7634644440680454e-06	5	3	0.002916180419467339	EAF6, SAS3, YNG1
GO:0016407	MF	e	acetyltransferase activity	3/5	70/6920	9.772240923342991e-06	5	3	0.0036115410383840453	EAF6, SAS3, YNG1
GO:0140006	MF	e	histone H3 reader activity	2/5	18/6920	6.361532390846939e-05	5	2	0.01671646516273043	NTO1, YNG1
GO:0016747	MF	e	acyltransferase activity, transferring groups other than amino-acyl groups	3/5	132/6920	6.598249759366954e-05	4	3	0.01671646516273043	EAF6, SAS3, YNG1
GO:0140566	MF	e	histone reader activity	2/5	19/6920	7.107890096251825e-05	4	2	0.01671646516273043	NTO1, YNG1
GO:0140463	MF	e	chromatin-protein adaptor activity	2/5	19/6920	7.107890096251825e-05	3	2	0.01671646516273043	NTO1, YNG1
