# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0070585	BP	e	protein localization to mitochondrion	8/8	72/6920	9.214846898037093e-17	6	8	2.1129643937199054e-13	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0072655	BP	e	establishment of protein localization to mitochondrion	8/8	72/6920	9.214846898037093e-17	7	8	2.1129643937199054e-13	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0071806	BP	e	protein transmembrane transport	8/8	84/6920	3.3563542781371845e-16	7	8	5.130746906512376e-13	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0030150	BP	e	protein import into mitochondrial matrix	6/8	26/6920	4.215034595178748e-14	8	6	4.832537163372435e-11	TOM20, TOM22, TOM40, TOM6, TOM7, TOM70
GO:0072594	BP	e	establishment of protein localization to organelle	8/8	321/6920	1.971371623547524e-11	6	8	1.808142053117789e-08	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0033365	BP	e	protein localization to organelle	8/8	399/6920	1.1429381671618375e-10	5	8	8.735857391006977e-08	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0055085	BP	e	transmembrane transport	8/8	484/6920	5.425212752029775e-10	4	8	3.55428938297265e-07	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0015031	BP	e	protein transport	8/8	570/6920	2.025256501208857e-09	6	8	1.1609782893179771e-06	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0045184	BP	e	establishment of protein localization	8/8	631/6920	4.589821747465824e-09	5	8	2.338769170430919e-06	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0071705	BP	e	nitrogen compound transport	8/8	755/6920	1.9423382857367425e-08	4	8	8.449096619409994e-06	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0008104	BP	e	protein localization	8/8	759/6920	2.026604073561054e-08	4	8	8.449096619409994e-06	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0070727	BP	e	cellular macromolecule localization	8/8	774/6920	2.371782838903812e-08	3	8	8.542253595409277e-06	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0033036	BP	e	macromolecule localization	8/8	776/6920	2.4214848831295376e-08	2	8	8.542253595409277e-06	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0051641	BP	e	cellular localization	8/8	1003/6920	1.9017892961454814e-07	2	8	6.22971836580227e-05	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0006810	BP	e	transport	8/8	1326/6920	1.7867729604549098e-06	3	8	0.0005462760531097478	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0051234	BP	e	establishment of localization	8/8	1404/6920	2.825982029817454e-06	2	8	0.0008099970992964278	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0051179	BP	e	localization	8/8	1575/6920	7.102651897158333e-06	1	8	0.0018125384161098983	MIA40, TOM20, TOM22, TOM40, TOM5, TOM6, TOM7, TOM70
GO:0090151	BP	e	establishment of protein localization to mitochondrial membrane	3/8	36/6920	7.11419352158268e-06	8	3	0.0018125384161098983	TOM22, TOM7, TOM70
GO:0006839	BP	e	mitochondrial transport	3/8	47/6920	1.6060014641221414e-05	5	3	0.003876380376033758	TOM22, TOM7, TOM70
GO:0007006	BP	e	mitochondrial membrane organization	3/8	58/6920	3.0378607430440843e-05	6	3	0.006965814683800086	TOM22, TOM7, TOM70
GO:0070096	BP	e	mitochondrial outer membrane translocase complex assembly	2/8	11/6920	6.39941571236445e-05	6	2	0.013975104979477793	TOM5, TOM6
GO:0045040	BP	e	protein insertion into mitochondrial outer membrane	2/8	12/6920	7.674857232007842e-05	9	2	0.015998588757267253	TOM22, TOM7
GO:0006626	BP	e	protein targeting to mitochondrion	2/8	13/6920	9.065039476874716e-05	8	2	0.01807490045258585	TOM5, TOM70
GO:0007008	BP	e	outer mitochondrial membrane organization	2/8	14/6920	0.00010569761977402473	7	2	0.02019705351181989	TOM22, TOM7
GO:0090150	BP	e	establishment of protein localization to membrane	3/8	105/6920	0.00017988667221992312	6	3	0.0329984111520227	TOM22, TOM7, TOM70
