# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006364	BP	e	rRNA processing	19/24	368/6920	1.3063874021360864e-20	8	19	5.991092626196092e-17	DRS1, GAR1, NOP1, NSR1, POP1, RAT1, RNT1, RRP3, SNM1, SRD1, UTP10, UTP11, UTP13, UTP4, UTP5, UTP6, UTP7, UTP8, UTP9
GO:0016072	BP	e	rRNA metabolic process	19/24	428/6920	2.358750059245506e-19	7	19	5.408613885849946e-16	DRS1, GAR1, NOP1, NSR1, POP1, RAT1, RNT1, RRP3, SNM1, SRD1, UTP10, UTP11, UTP13, UTP4, UTP5, UTP6, UTP7, UTP8, UTP9
GO:0006396	BP	e	RNA processing	21/24	687/6920	9.845264230755437e-19	4	21	1.5050127254081476e-15	DRS1, GAR1, NOP1, NPL3, NSR1, POP1, RAT1, RNT1, RRP3, SNM1, SRD1, UTP10, UTP11, UTP13, UTP4, UTP5, UTP6, UTP7, UTP8, UTP9, YME2
GO:0016070	BP	e	RNA metabolic process	22/24	1035/6920	1.1822313998698084e-16	6	22	1.3554282999507352e-13	DRS1, GAR1, NOP1, NPL3, NSR1, POP1, POP2, RAT1, RNT1, RRP3, SNM1, SRD1, UTP10, UTP11, UTP13, UTP4, UTP5, UTP6, UTP7, UTP8, UTP9, YME2
GO:0042254	BP	e	ribosome biogenesis	14/24	201/6920	2.9454635472182816e-16	5	14	2.701579165508608e-13	DRS1, GAR1, NOP1, NPL3, RRP3, UTP10, UTP11, UTP13, UTP4, UTP5, UTP6, UTP7, UTP8, UTP9
GO:0022613	BP	e	ribonucleoprotein complex biogenesis	14/24	242/6920	4.053431246882794e-15	4	14	3.0981726163674153e-12	DRS1, GAR1, NOP1, NPL3, RRP3, UTP10, UTP11, UTP13, UTP4, UTP5, UTP6, UTP7, UTP8, UTP9
GO:0044085	BP	e	cellular component biogenesis	14/24	270/6920	1.879669930464419e-14	3	14	1.2314523287299751e-11	DRS1, GAR1, NOP1, NPL3, RRP3, UTP10, UTP11, UTP13, UTP4, UTP5, UTP6, UTP7, UTP8, UTP9
GO:0090304	BP	e	nucleic acid metabolic process	22/24	1452/6920	1.8835792268276903e-13	5	22	1.0797617917789735e-10	DRS1, GAR1, NOP1, NPL3, NSR1, POP1, POP2, RAT1, RNT1, RRP3, SNM1, SRD1, UTP10, UTP11, UTP13, UTP4, UTP5, UTP6, UTP7, UTP8, UTP9, YME2
GO:0000462	BP	e	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	9/24	70/6920	7.562654731316336e-13	10	9	3.853592733090747e-10	RRP3, UTP10, UTP13, UTP4, UTP5, UTP6, UTP7, UTP8, UTP9
GO:0030490	BP	e	maturation of SSU-rRNA	9/24	85/6920	4.6485383364908685e-12	9	9	2.0043953085773815e-09	RRP3, UTP10, UTP13, UTP4, UTP5, UTP6, UTP7, UTP8, UTP9
GO:0006139	BP	e	nucleobase-containing compound metabolic process	22/24	1687/6920	4.8077515033474045e-12	4	22	2.0043953085773815e-09	DRS1, GAR1, NOP1, NPL3, NSR1, POP1, POP2, RAT1, RNT1, RRP3, SNM1, SRD1, UTP10, UTP11, UTP13, UTP4, UTP5, UTP6, UTP7, UTP8, UTP9, YME2
GO:0045943	BP	e	positive regulation of transcription by RNA polymerase I	5/24	26/6920	2.017825065992931e-08	11	5	7.711454793869651e-06	UTP10, UTP4, UTP5, UTP8, UTP9
GO:0000479	BP	e	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	6/24	61/6920	4.3419502723086465e-08	9	6	1.5317064576005732e-05	RAT1, UTP10, UTP11, UTP13, UTP6, UTP7
GO:0000966	BP	e	RNA 5'-end processing	6/24	67/6920	7.699407677811502e-08	5	6	2.4874856963244263e-05	POP1, UTP10, UTP11, UTP13, UTP6, UTP7
