# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0036402	MF	e	proteasome-activating activity	6/18	6/6920	1.2198575787066618e-16	5	6	3.155771556114134e-13	RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0120544	MF	e	polypeptide conformation or assembly isomerase activity	6/18	24/6920	1.598430081626396e-11	4	6	2.0675693105837436e-08	RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0031625	MF	e	ubiquitin protein ligase binding	4/18	26/6920	4.624152569417483e-07	5	4	0.0003505095261042869	RPN2, RPT1, RPT4, RPT6
GO:0044389	MF	e	ubiquitin-like protein ligase binding	4/18	27/6920	5.419552007797246e-07	4	4	0.0003505095261042869	RPN2, RPT1, RPT4, RPT6
GO:0120543	MF	e	macromolecular conformation isomerase activity	6/18	144/6920	1.1053875085535e-06	3	6	0.0005719274969255809	RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0016853	MF	e	isomerase activity	6/18	214/6920	1.1090108433686987e-05	2	6	0.004781685086324706	RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0016887	MF	e	ATP hydrolysis activity	6/18	238/6920	2.0379411956034524e-05	7	6	0.00753164839003733	RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0016787	MF	e	hydrolase activity	10/18	1006/6920	5.800896748474446e-05	2	10	0.018758649860379242	RPN1, RPN11, RPN2, RPN8, RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0140657	MF	e	ATP-dependent activity	6/18	294/6920	6.72966778072566e-05	1	6	0.01934405616526365	RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0017111	MF	e	ribonucleoside triphosphate phosphatase activity	6/18	329/6920	0.00012594459026195833	6	6	0.032581865500768616	RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0016462	MF	e	pyrophosphatase activity	6/18	365/6920	0.00022320284821721083	5	6	0.045767016537035125	RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0016818	MF	e	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	6/18	367/6920	0.0002299850077237946	4	6	0.045767016537035125	RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0016817	MF	e	hydrolase activity, acting on acid anhydrides	6/18	367/6920	0.0002299850077237946	3	6	0.045767016537035125	RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
