# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0044843	BP	e	cell cycle G1/S phase transition	9/9	61/6920	1.7384479938393463e-19	4	9	3.986261249873621e-16	CDC28, CLB1, CLB2, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
GO:0000082	BP	e	G1/S transition of mitotic cell cycle	9/9	61/6920	1.7384479938393463e-19	5	9	3.986261249873621e-16	CDC28, CLB1, CLB2, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
GO:0090068	BP	e	positive regulation of cell cycle process	9/9	84/6920	3.690435838229545e-18	6	9	4.228192627909167e-15	CDC28, CLB1, CLB2, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
GO:0010696	BP	e	positive regulation of mitotic spindle pole body separation	6/9	7/6920	3.862365274852407e-18	7	6	4.228192627909167e-15	CDC28, CLB1, CLB2, CLB3, CLB4, CLB5
GO:0045787	BP	e	positive regulation of cell cycle	9/9	86/6920	4.609891657118586e-18	5	9	4.228192627909167e-15	CDC28, CLB1, CLB2, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
GO:0044770	BP	e	cell cycle phase transition	9/9	94/6920	1.0662973377440076e-17	3	9	6.985770844134313e-15	CDC28, CLB1, CLB2, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
GO:0044772	BP	e	mitotic cell cycle phase transition	9/9	94/6920	1.0662973377440076e-17	4	9	6.985770844134313e-15	CDC28, CLB1, CLB2, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
GO:0010695	BP	e	regulation of mitotic spindle pole body separation	6/9	9/6920	4.6313908138074765e-17	6	6	2.654944784015136e-14	CDC28, CLB1, CLB2, CLB3, CLB4, CLB5
GO:0001932	BP	e	regulation of protein phosphorylation	7/9	24/6920	8.25361621570143e-17	8	7	4.2056759961340845e-14	CLB1, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
GO:0042325	BP	e	regulation of phosphorylation	7/9	28/6920	2.82074089380692e-16	7	7	1.2935917738998535e-13	CLB1, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
GO:0007089	BP	e	traversing start control point of mitotic cell cycle	6/9	17/6920	6.803290817478624e-15	10	6	2.3999916683813054e-12	CLB1, CLB2, CLB5, CLN1, CLN2, CLN3
GO:1900087	BP	e	positive regulation of G1/S transition of mitotic cell cycle	6/9	17/6920	6.803290817478624e-15	9	6	2.3999916683813054e-12	CLB1, CLB2, CLB5, CLN1, CLN2, CLN3
GO:1902808	BP	e	positive regulation of cell cycle G1/S phase transition	6/9	17/6920	6.803290817478624e-15	8	6	2.3999916683813054e-12	CLB1, CLB2, CLB5, CLN1, CLN2, CLN3
GO:0045931	BP	e	positive regulation of mitotic cell cycle	7/9	44/6920	9.092079544793274e-15	6	7	2.9783054851729966e-12	CDC28, CLB1, CLB2, CLB5, CLN1, CLN2, CLN3
GO:0051301	BP	e	cell division	9/9	224/6920	3.333038381241877e-14	2	9	1.0190209344250165e-11	CDC28, CLB1, CLB2, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
GO:0031399	BP	e	regulation of protein modification process	7/9	54/6920	4.1912731985316776e-14	7	7	1.2013236805291421e-11	CLB1, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
GO:2000045	BP	e	regulation of G1/S transition of mitotic cell cycle	6/9	24/6920	7.379690466012108e-14	8	6	1.8801811376184182e-11	CLB1, CLB2, CLB5, CLN1, CLN2, CLN3
GO:1902806	BP	e	regulation of cell cycle G1/S phase transition	6/9	24/6920	7.379690466012108e-14	7	6	1.8801811376184182e-11	CLB1, CLB2, CLB5, CLN1, CLN2, CLN3
GO:0010564	BP	e	regulation of cell cycle process	9/9	261/6920	1.3505362423553498e-13	5	9	3.259768003916649e-11	CDC28, CLB1, CLB2, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
GO:0051726	BP	e	regulation of cell cycle	9/9	298/6920	4.5319033628552246e-13	4	9	9.739465926992175e-11	CDC28, CLB1, CLB2, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
GO:0051174	BP	e	regulation of phosphorus metabolic process	7/9	75/6920	4.672225259350804e-13	5	7	9.739465926992175e-11	CLB1, CLB3, CLB4, CLB5, CLN1, CLN2, CLN3
