# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0031105	CC	e	septin complex	5/6	8/6920	2.5436698379516736e-15	2	5	2.403767996864331e-12	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0015630	CC	e	microtubule cytoskeleton	5/6	14/6920	9.087042007262638e-14	6	5	2.862418232287731e-11	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0000144	CC	e	cellular bud neck septin ring	5/6	14/6920	9.087042007262638e-14	8	5	2.862418232287731e-11	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0032160	CC	e	septin filament array	4/6	5/6920	7.854603415195754e-13	7	4	1.8556500568399967e-10	CDC10, CDC11, CDC12, CDC3
GO:0005940	CC	e	septin ring	5/6	23/6920	1.52566373030981e-12	7	5	2.8835044502855413e-10	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0000399	CC	e	cellular bud neck septin structure	5/6	25/6920	2.4083608618429837e-12	2	5	3.251287163488028e-10	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0032161	CC	e	cleavage apparatus septin structure	5/6	25/6920	2.4083608618429837e-12	2	5	3.251287163488028e-10	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0032156	CC	e	septin cytoskeleton	5/6	31/6920	7.696412647113371e-12	6	5	9.091387439402669e-10	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0032153	CC	e	cell division site	5/6	33/6920	1.0747945388657137e-11	2	5	1.1285342658089993e-09	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0005935	CC	e	cellular bud neck	6/6	201/6920	5.58176682078765e-10	3	6	5.274769645644329e-08	BUD4, CDC10, CDC11, CDC12, CDC3, SHS1
GO:0005628	CC	e	prospore membrane	5/6	74/6920	7.25881293091452e-10	3	5	6.235980199740201e-08	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0030427	CC	e	site of polarized growth	6/6	282/6920	4.350581415812826e-09	2	6	3.4260828649526e-07	BUD4, CDC10, CDC11, CDC12, CDC3, SHS1
GO:0001400	CC	e	mating projection base	3/6	6/6920	7.2386460453992926e-09	2	3	5.261938856078716e-07	CDC10, CDC11, CDC3
GO:0005856	CC	e	cytoskeleton	5/6	188/6920	8.242625199136823e-08	5	5	5.5637720094173556e-06	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0072687	CC	e	meiotic spindle	2/6	4/6920	3.7565415108831364e-06	6	2	0.00023666211518563762	CDC10, CDC11
GO:0005619	CC	e	ascospore wall	2/6	11/6920	3.434212832365674e-05	5	2	0.002028331954115976	CDC11, CDC3
GO:0031160	CC	e	spore wall	2/6	13/6920	4.8665820584656474e-05	4	2	0.002705247085441198	CDC11, CDC3
GO:0005621	CC	e	cellular bud scar	2/6	14/6920	5.675489056453181e-05	2	2	0.00297963175463792	BUD4, CDC12
GO:0043332	CC	e	mating projection tip	3/6	121/6920	0.00010038038715372604	4	3	0.004992603466330058	CDC10, CDC11, SHS1
GO:0005876	CC	e	spindle microtubule	2/6	19/6920	0.00010644373595376028	7	2	0.005029466523815173	CDC10, CDC11
GO:0060187	CC	e	cell pole	3/6	131/6920	0.00012720679412369073	2	3	0.00546411002031308	CDC10, CDC11, SHS1
GO:0051286	CC	e	cell tip	3/6	131/6920	0.00012720679412369073	3	3	0.00546411002031308	CDC10, CDC11, SHS1
GO:0005819	CC	e	spindle	2/6	44/6920	0.0005832058356662932	5	2	0.023962152813245523	CDC10, CDC11
GO:0043228	CC	e	membraneless organelle	5/6	1210/6920	0.0008326034767902647	3	5	0.03147241142267201	CDC10, CDC11, CDC12, CDC3, SHS1
GO:0043232	CC	e	intracellular membraneless organelle	5/6	1210/6920	0.0008326034767902647	4	5	0.03147241142267201	CDC10, CDC11, CDC12, CDC3, SHS1
