# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003723	MF	e	RNA binding	18/18	1124/6920	5.5216436154220016e-15	3	18	1.4284492033096719e-11	LUC7, MER1, MUD1, NAM8, PRP39, PRP40, PRP42, SMB1, SMD1, SMD2, SMD3, SME1, SMX2, SMX3, SNP1, SNU56, SNU71, YHC1
GO:0003676	MF	e	nucleic acid binding	18/18	1751/6920	1.6934644792583844e-11	2	18	2.1904963039207204e-08	LUC7, MER1, MUD1, NAM8, PRP39, PRP40, PRP42, SMB1, SMD1, SMD2, SMD3, SME1, SMX2, SMX3, SNP1, SNU56, SNU71, YHC1
GO:0030619	MF	e	U1 snRNA binding	3/18	7/6920	5.139865409452867e-07	5	3	0.0004432277271418189	MUD1, SNP1, YHC1
GO:0030627	MF	e	pre-mRNA 5'-splice site binding	3/18	8/6920	8.210408895582823e-07	5	3	0.0005310081953218191	PRP39, PRP42, YHC1
GO:1990935	MF	e	splicing factor binding	2/18	2/6920	6.391046853474599e-06	3	2	0.0033067276419877574	SME1, SMX3
GO:0005488	MF	e	binding	18/18	3679/6920	1.2437902879713764e-05	1	18	0.005157298271732494	LUC7, MER1, MUD1, NAM8, PRP39, PRP40, PRP42, SMB1, SMD1, SMD2, SMD3, SME1, SMX2, SMX3, SNP1, SNU56, SNU71, YHC1
GO:0036002	MF	e	pre-mRNA binding	3/18	19/6920	1.3954807847749308e-05	4	3	0.005157298271732494	PRP39, PRP42, YHC1
GO:0070990	MF	e	snRNP binding	2/18	3/6920	1.9143578042454563e-05	4	2	0.006190554549478745	MER1, SMB1
GO:0003729	MF	e	mRNA binding	8/18	547/6920	3.110056773935827e-05	4	8	0.008485595168279491	LUC7, MER1, NAM8, SMD1, SMD3, SNP1, SNU56, YHC1
GO:0017069	MF	e	snRNA binding	3/18	25/6920	3.280090903857554e-05	4	3	0.008485595168279491	MUD1, SNP1, YHC1
